,OTU_ID,Degree_RAW,Date,Sample_type,Genotype,Degree_norm(n),Degree_norm,Degree_norm_log,combine,Total_node
1535,Otu146,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1536,Otu223,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1537,Otu347,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1538,Otu864,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1539,Otu824,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1540,Otu8564,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1541,Otu155,14,9,Soil near roots,WT,0.01980198,0.019830028,-1.703291378,9Soil near rootsWT,707
1542,Otu120,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1543,Otu369,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1544,Otu241,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1545,Otu212,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1546,Otu384,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1547,Otu16744,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1548,Otu134,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1549,Otu257,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1550,Otu361,20,9,Soil near roots,WT,0.028288543,0.028328612,-1.548389418,9Soil near rootsWT,707
1551,Otu511,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1552,Otu352,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1553,Otu432,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1554,Otu392,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1555,Otu281,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1556,Otu1618,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1557,Otu375,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1558,Otu135,14,9,Soil near roots,WT,0.01980198,0.019830028,-1.703291378,9Soil near rootsWT,707
1559,Otu221,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1560,Otu256,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1561,Otu170,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1562,Otu292,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1563,Otu230,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1564,Otu367,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1565,Otu251,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1566,Otu464,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1567,Otu272,14,9,Soil near roots,WT,0.01980198,0.019830028,-1.703291378,9Soil near rootsWT,707
1568,Otu4057,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1569,Otu262,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1570,Otu433,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1571,Otu360,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1572,Otu428,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1573,Otu391,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1574,Otu219,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1575,Otu373,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1576,Otu358,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1577,Otu498,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1578,Otu396,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1579,Otu335,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1580,Otu8921,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1581,Otu236,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1582,Otu734,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1583,Otu530,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1584,Otu2224,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1585,Otu337,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1586,Otu339,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1587,Otu6891,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1588,Otu2774,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1589,Otu602,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1590,Otu271,12,9,Soil near roots,WT,0.016973126,0.016997167,-1.770238168,9Soil near rootsWT,707
1591,Otu778,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1592,Otu237,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1593,Otu434,22,9,Soil near roots,WT,0.031117397,0.031161473,-1.506996733,9Soil near rootsWT,707
1594,Otu211,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1595,Otu229,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1596,Otu1484,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1597,Otu14411,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1598,Otu357,12,9,Soil near roots,WT,0.016973126,0.016997167,-1.770238168,9Soil near rootsWT,707
1599,Otu209,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1600,Otu1211,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1601,Otu362,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1602,Otu307,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1603,Otu1070,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1604,Otu268,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1605,Otu202,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1606,Otu9202,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1607,Otu255,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1608,Otu301,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1609,Otu552,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1610,Otu215,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1611,Otu502,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1612,Otu479,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1613,Otu892,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1614,Otu1871,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1615,Otu381,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1616,Otu11847,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1617,Otu3002,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1618,Otu16975,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1619,Otu416,14,9,Soil near roots,WT,0.01980198,0.019830028,-1.703291378,9Soil near rootsWT,707
1620,Otu470,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1621,Otu594,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1622,Otu240,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1623,Otu324,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1624,Otu390,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1625,Otu488,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1626,Otu326,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1627,Otu311,12,9,Soil near roots,WT,0.016973126,0.016997167,-1.770238168,9Soil near rootsWT,707
1628,Otu320,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1629,Otu404,14,9,Soil near roots,WT,0.01980198,0.019830028,-1.703291378,9Soil near rootsWT,707
1630,Otu1806,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1631,Otu264,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1632,Otu1202,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1633,Otu495,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1634,Otu16992,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1635,Otu244,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1636,Otu1467,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1637,Otu483,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1638,Otu12704,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1639,Otu973,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1640,Otu287,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1641,Otu2513,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1642,Otu263,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1643,Otu953,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1644,Otu16854,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1645,Otu965,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1646,Otu269,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1647,Otu744,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1648,Otu805,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1649,Otu654,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1650,Otu465,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1651,Otu279,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1652,Otu4425,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1653,Otu258,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1654,Otu317,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1655,Otu936,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1656,Otu399,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1657,Otu387,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1658,Otu419,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1659,Otu1590,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1660,Otu589,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1661,Otu817,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1662,Otu368,12,9,Soil near roots,WT,0.016973126,0.016997167,-1.770238168,9Soil near rootsWT,707
1663,Otu561,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1664,Otu298,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1665,Otu409,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1666,Otu15569,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1667,Otu1350,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1668,Otu876,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1669,Otu570,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1670,Otu280,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1671,Otu1660,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1672,Otu3551,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1673,Otu792,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1674,Otu473,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1675,Otu500,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1676,Otu481,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1677,Otu439,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1678,Otu10532,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1679,Otu775,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1680,Otu975,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1681,Otu506,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1682,Otu580,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1683,Otu289,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1684,Otu793,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1685,Otu667,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1686,Otu382,12,9,Soil near roots,WT,0.016973126,0.016997167,-1.770238168,9Soil near rootsWT,707
1687,Otu1825,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1688,Otu364,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1689,Otu582,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1690,Otu1363,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1691,Otu680,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1692,Otu1017,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1693,Otu637,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1694,Otu284,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1695,Otu950,14,9,Soil near roots,WT,0.01980198,0.019830028,-1.703291378,9Soil near rootsWT,707
1696,Otu6409,14,9,Soil near roots,WT,0.01980198,0.019830028,-1.703291378,9Soil near rootsWT,707
1697,Otu513,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1698,Otu295,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1699,Otu341,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1700,Otu615,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1701,Otu7326,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1702,Otu2894,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1703,Otu690,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1704,Otu3449,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1705,Otu588,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1706,Otu647,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1707,Otu503,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1708,Otu458,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1709,Otu568,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1710,Otu16680,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1711,Otu448,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1712,Otu316,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1713,Otu1006,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1714,Otu527,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1715,Otu653,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1716,Otu329,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1717,Otu431,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1718,Otu1887,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1719,Otu455,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1720,Otu673,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1721,Otu632,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1722,Otu1008,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1723,Otu898,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1724,Otu442,14,9,Soil near roots,WT,0.01980198,0.019830028,-1.703291378,9Soil near rootsWT,707
1725,Otu383,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1726,Otu1832,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1727,Otu480,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1728,Otu857,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1729,Otu457,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1730,Otu587,12,9,Soil near roots,WT,0.016973126,0.016997167,-1.770238168,9Soil near rootsWT,707
1731,Otu646,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1732,Otu611,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1733,Otu848,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1734,Otu6755,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1735,Otu836,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1736,Otu926,16,9,Soil near roots,WT,0.022630835,0.02266289,-1.645299431,9Soil near rootsWT,707
1737,Otu811,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1738,Otu549,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1739,Otu15731,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1740,Otu8416,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1741,Otu408,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1742,Otu437,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1743,Otu356,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1744,Otu845,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1745,Otu468,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1746,Otu783,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1747,Otu435,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1748,Otu363,14,9,Soil near roots,WT,0.01980198,0.019830028,-1.703291378,9Soil near rootsWT,707
1749,Otu972,12,9,Soil near roots,WT,0.016973126,0.016997167,-1.770238168,9Soil near rootsWT,707
1750,Otu12329,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1751,Otu801,14,9,Soil near roots,WT,0.01980198,0.019830028,-1.703291378,9Soil near rootsWT,707
1752,Otu1514,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1753,Otu370,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1754,Otu1023,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1755,Otu993,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1756,Otu487,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1757,Otu3356,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1758,Otu852,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1759,Otu1638,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1760,Otu418,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1761,Otu1324,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1762,Otu756,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1763,Otu940,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1764,Otu907,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1765,Otu743,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1766,Otu705,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1767,Otu1523,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1768,Otu460,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1769,Otu583,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1770,Otu854,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1771,Otu818,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1772,Otu426,14,9,Soil near roots,WT,0.01980198,0.019830028,-1.703291378,9Soil near rootsWT,707
1773,Otu731,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1774,Otu4049,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1775,Otu1247,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1776,Otu11408,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1777,Otu1088,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1778,Otu909,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1779,Otu648,10,9,Soil near roots,WT,0.014144272,0.014164306,-1.849419414,9Soil near rootsWT,707
1780,Otu6679,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1781,Otu659,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1782,Otu692,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1783,Otu11842,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1784,Otu695,4,9,Soil near roots,WT,0.005657709,0.005665722,-2.247359422,9Soil near rootsWT,707
1785,Otu528,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1786,Otu709,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1787,Otu10311,8,9,Soil near roots,WT,0.011315417,0.011331445,-1.946329427,9Soil near rootsWT,707
1788,Otu788,6,9,Soil near roots,WT,0.008486563,0.008498584,-2.071268163,9Soil near rootsWT,707
1789,Otu913,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
1790,Otu7121,2,9,Soil near roots,WT,0.002828854,0.002832861,-2.548389418,9Soil near rootsWT,707
