,OTU_ID,Degree_RAW,Date,Sample_type,Genotype,Degree_norm(n),Degree_norm,Degree_norm_log,combine,Total_node
263,Otu688,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
264,Otu726,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
265,Otu588,16,4,Soil near roots,WT,0.026845638,0.026890756,-1.571126277,4Soil near rootsWT,596
266,Otu748,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
267,Otu503,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
268,Otu600,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
269,Otu458,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
270,Otu397,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
271,Otu448,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
272,Otu478,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
273,Otu329,26,4,Soil near roots,WT,0.043624161,0.043697479,-1.360272912,4Soil near rootsWT,596
274,Otu431,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
275,Otu673,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
276,Otu632,26,4,Soil near roots,WT,0.043624161,0.043697479,-1.360272912,4Soil near rootsWT,596
277,Otu1008,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
278,Otu898,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
279,Otu442,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
280,Otu480,24,4,Soil near roots,WT,0.040268456,0.040336134,-1.395035018,4Soil near rootsWT,596
281,Otu747,18,4,Soil near roots,WT,0.030201342,0.030252101,-1.519973755,4Soil near rootsWT,596
282,Otu457,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
283,Otu541,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
284,Otu586,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
285,Otu847,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
286,Otu730,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
287,Otu6755,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
288,Otu836,30,4,Soil near roots,WT,0.05033557,0.050420168,-1.298125005,4Soil near rootsWT,596
289,Otu926,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
290,Otu8898,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
291,Otu1009,30,4,Soil near roots,WT,0.05033557,0.050420168,-1.298125005,4Soil near rootsWT,596
292,Otu437,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
293,Otu783,16,4,Soil near roots,WT,0.026845638,0.026890756,-1.571126277,4Soil near rootsWT,596
294,Otu972,14,4,Soil near roots,WT,0.023489933,0.023529412,-1.629118224,4Soil near rootsWT,596
295,Otu932,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
296,Otu801,46,4,Soil near roots,WT,0.077181208,0.077310924,-1.112488428,4Soil near rootsWT,596
297,Otu1233,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
298,Otu370,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
299,Otu12436,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
300,Otu418,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
301,Otu1324,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
302,Otu959,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
303,Otu940,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
304,Otu705,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
305,Otu3263,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
306,Otu1523,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
307,Otu583,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
308,Otu818,26,4,Soil near roots,WT,0.043624161,0.043697479,-1.360272912,4Soil near rootsWT,596
309,Otu426,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
310,Otu731,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
311,Otu677,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
312,Otu4049,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
313,Otu11246,18,4,Soil near roots,WT,0.030201342,0.030252101,-1.519973755,4Soil near rootsWT,596
314,Otu1100,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
315,Otu6679,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
316,Otu692,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
317,Otu1400,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
318,Otu14602,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
319,Otu526,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
320,Otu1479,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
321,Otu695,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
322,Otu709,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
323,Otu10311,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
324,Otu863,22,4,Soil near roots,WT,0.036912752,0.03697479,-1.432823579,4Soil near rootsWT,596
325,Otu679,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
326,Otu3338,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
327,Otu1052,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
328,Otu732,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
329,Otu983,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
330,Otu510,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
331,Otu1145,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
332,Otu559,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
333,Otu733,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
334,Otu794,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
335,Otu859,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
336,Otu590,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
337,Otu485,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
338,Otu571,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
339,Otu2341,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
340,Otu1109,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
341,Otu490,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
342,Otu5029,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
343,Otu504,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
344,Otu5010,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
345,Otu1252,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
346,Otu651,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
347,Otu841,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
348,Otu9148,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
349,Otu613,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
350,Otu881,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
351,Otu489,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
352,Otu903,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
353,Otu2148,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
354,Otu576,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
355,Otu930,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
356,Otu1717,14,4,Soil near roots,WT,0.023489933,0.023529412,-1.629118224,4Soil near rootsWT,596
357,Otu1251,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
358,Otu492,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
359,Otu482,14,4,Soil near roots,WT,0.023489933,0.023529412,-1.629118224,4Soil near rootsWT,596
360,Otu753,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
361,Otu782,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
362,Otu1460,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
363,Otu1231,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
364,Otu1259,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
365,Otu887,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
366,Otu891,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
367,Otu539,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
368,Otu962,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
369,Otu694,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
370,Otu1094,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
371,Otu2780,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
372,Otu661,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
373,Otu1416,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
374,Otu741,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
375,Otu772,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
376,Otu14640,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
377,Otu1393,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
378,Otu12144,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
379,Otu1027,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
380,Otu3512,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
381,Otu11100,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
382,Otu979,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
383,Otu1166,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
384,Otu7272,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
385,Otu3583,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
386,Otu639,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
387,Otu701,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
388,Otu1129,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
389,Otu16499,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
390,Otu1614,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
391,Otu807,38,4,Soil near roots,WT,0.063758389,0.063865546,-1.195462663,4Soil near rootsWT,596
392,Otu7625,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
393,Otu721,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
394,Otu4275,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
395,Otu3942,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
396,Otu4291,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
397,Otu1204,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
398,Otu9672,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
399,Otu581,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
400,Otu725,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
401,Otu862,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
402,Otu3524,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
403,Otu608,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
404,Otu798,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
405,Otu2091,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
406,Otu1241,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
407,Otu822,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
408,Otu1151,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
409,Otu1060,14,4,Soil near roots,WT,0.023489933,0.023529412,-1.629118224,4Soil near rootsWT,596
410,Otu1042,18,4,Soil near roots,WT,0.030201342,0.030252101,-1.519973755,4Soil near rootsWT,596
411,Otu665,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
412,Otu754,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
413,Otu1045,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
414,Otu9392,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
415,Otu1370,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
416,Otu1288,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
417,Otu982,28,4,Soil near roots,WT,0.046979866,0.047058824,-1.328088228,4Soil near rootsWT,596
418,Otu1723,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
419,Otu644,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
420,Otu1034,24,4,Soil near roots,WT,0.040268456,0.040336134,-1.395035018,4Soil near rootsWT,596
421,Otu635,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
422,Otu1106,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
423,Otu1635,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
424,Otu1238,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
425,Otu9257,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
426,Otu11508,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
427,Otu3091,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
428,Otu1167,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
429,Otu1286,16,4,Soil near roots,WT,0.026845638,0.026890756,-1.571126277,4Soil near rootsWT,596
430,Otu865,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
431,Otu1239,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
432,Otu729,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
433,Otu816,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
434,Otu707,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
435,Otu933,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
436,Otu1325,32,4,Soil near roots,WT,0.053691275,0.053781513,-1.270096281,4Soil near rootsWT,596
437,Otu948,30,4,Soil near roots,WT,0.05033557,0.050420168,-1.298125005,4Soil near rootsWT,596
438,Otu1040,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
439,Otu682,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
440,Otu16826,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
441,Otu1131,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
442,Otu2121,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
443,Otu787,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
444,Otu1962,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
445,Otu1273,22,4,Soil near roots,WT,0.036912752,0.03697479,-1.432823579,4Soil near rootsWT,596
446,Otu1568,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
447,Otu1261,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
448,Otu5591,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
449,Otu1159,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
450,Otu827,10,4,Soil near roots,WT,0.016778523,0.016806723,-1.77524626,4Soil near rootsWT,596
451,Otu1143,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
452,Otu6635,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
453,Otu13261,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
454,Otu779,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
455,Otu4472,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
456,Otu1138,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
457,Otu2760,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
458,Otu1116,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
459,Otu1315,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
460,Otu5083,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
461,Otu990,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
462,Otu3950,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
463,Otu768,16,4,Soil near roots,WT,0.026845638,0.026890756,-1.571126277,4Soil near rootsWT,596
464,Otu1019,6,4,Soil near roots,WT,0.010067114,0.010084034,-1.997095009,4Soil near rootsWT,596
465,Otu2127,12,4,Soil near roots,WT,0.020134228,0.020168067,-1.696065014,4Soil near rootsWT,596
466,Otu9704,8,4,Soil near roots,WT,0.013422819,0.013445378,-1.872156273,4Soil near rootsWT,596
467,Otu1575,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
468,Otu11782,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
469,Otu7342,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
470,Otu1458,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
471,Otu917,2,4,Soil near roots,WT,0.003355705,0.003361345,-2.474216264,4Soil near rootsWT,596
472,Otu987,4,4,Soil near roots,WT,0.006711409,0.006722689,-2.173186268,4Soil near rootsWT,596
