,OTU_ID,Closeness_RAW,Date,Sample_type,Genotype,CLose_log,combine
6715,Otu185,2.17E-05,13,RHZ,WT,-4.664275209,13RHZWT
6716,Otu233,2.14E-05,13,RHZ,WT,-4.670394304,13RHZWT
6717,Otu117,2.00E-05,13,RHZ,WT,-4.698744112,13RHZWT
6718,Otu839,2.09E-05,13,RHZ,WT,-4.68069803,13RHZWT
6719,Otu321,2.12E-05,13,RHZ,WT,-4.674024801,13RHZWT
6720,Otu171,2.09E-05,13,RHZ,WT,-4.679009755,13RHZWT
6721,Otu1786,2.02E-05,13,RHZ,WT,-4.693595058,13RHZWT
6722,Otu252,2.06E-05,13,RHZ,WT,-4.686368103,13RHZWT
6723,Otu147,1.58E-06,13,RHZ,WT,-5.800734944,13RHZWT
6724,Otu340,2.12E-05,13,RHZ,WT,-4.673518539,13RHZWT
6725,Otu451,2.10E-05,13,RHZ,WT,-4.677342281,13RHZWT
6726,Otu231,2.02E-05,13,RHZ,WT,-4.695017364,13RHZWT
6727,Otu259,2.15E-05,13,RHZ,WT,-4.667695716,13RHZWT
6728,Otu308,2.15E-05,13,RHZ,WT,-4.666555418,13RHZWT
6729,Otu290,1.95E-05,13,RHZ,WT,-4.708888089,13RHZWT
6730,Otu752,2.17E-05,13,RHZ,WT,-4.663842213,13RHZWT
6731,Otu365,2.14E-05,13,RHZ,WT,-4.66899127,13RHZWT
6732,Otu16793,1.58E-06,13,RHZ,WT,-5.801826135,13RHZWT
6733,Otu112,2.14E-05,13,RHZ,WT,-4.670023081,13RHZWT
6734,Otu213,1.58E-06,13,RHZ,WT,-5.801280883,13RHZWT
6735,Otu293,2.15E-05,13,RHZ,WT,-4.667471632,13RHZWT
6736,Otu14745,2.13E-05,13,RHZ,WT,-4.671635597,13RHZWT
6737,Otu121,2.09E-05,13,RHZ,WT,-4.680879174,13RHZWT
6738,Otu133,2.13E-05,13,RHZ,WT,-4.672319569,13RHZWT
6739,Otu1466,2.12E-05,13,RHZ,WT,-4.672836454,13RHZWT
6740,Otu450,2.05E-05,13,RHZ,WT,-4.689211154,13RHZWT
6741,Otu249,1.58E-06,13,RHZ,WT,-5.801826135,13RHZWT
6742,Otu534,2.13E-05,13,RHZ,WT,-4.670913485,13RHZWT
6743,Otu246,2.12E-05,13,RHZ,WT,-4.672910245,13RHZWT
6744,Otu165,1.58E-06,13,RHZ,WT,-5.801826135,13RHZWT
6745,Otu757,2.13E-05,13,RHZ,WT,-4.672504241,13RHZWT
6746,Otu303,2.15E-05,13,RHZ,WT,-4.667079205,13RHZWT
6747,Otu304,2.10E-05,13,RHZ,WT,-4.67821782,13RHZWT
6748,Otu453,2.05E-05,13,RHZ,WT,-4.689237803,13RHZWT
6749,Otu138,2.08E-05,13,RHZ,WT,-4.681214093,13RHZWT
6750,Otu181,2.10E-05,13,RHZ,WT,-4.677141388,13RHZWT
6751,Otu1603,2.09E-05,13,RHZ,WT,-4.680299245,13RHZWT
6752,Otu864,2.13E-05,13,RHZ,WT,-4.671940744,13RHZWT
6753,Otu374,2.12E-05,13,RHZ,WT,-4.674585602,13RHZWT
6754,Otu208,2.10E-05,13,RHZ,WT,-4.677442693,13RHZWT
6755,Otu155,2.08E-05,13,RHZ,WT,-4.681078346,13RHZWT
6756,Otu120,2.11E-05,13,RHZ,WT,-4.675127328,13RHZWT
6757,Otu154,2.09E-05,13,RHZ,WT,-4.679918245,13RHZWT
6758,Otu369,2.12E-05,13,RHZ,WT,-4.673978802,13RHZWT
6759,Otu241,2.13E-05,13,RHZ,WT,-4.671478316,13RHZWT
6760,Otu212,2.05E-05,13,RHZ,WT,-4.688036976,13RHZWT
6761,Otu384,2.12E-05,13,RHZ,WT,-4.672799554,13RHZWT
6762,Otu173,2.12E-05,13,RHZ,WT,-4.674125983,13RHZWT
6763,Otu606,2.08E-05,13,RHZ,WT,-4.682848767,13RHZWT
6764,Otu134,2.14E-05,13,RHZ,WT,-4.669028495,13RHZWT
6765,Otu125,2.12E-05,13,RHZ,WT,-4.673914394,13RHZWT
6766,Otu511,2.10E-05,13,RHZ,WT,-4.678627622,13RHZWT
6767,Otu136,2.01E-05,13,RHZ,WT,-4.696085416,13RHZWT
6768,Otu352,2.07E-05,13,RHZ,WT,-4.684638933,13RHZWT
6769,Otu220,2.16E-05,13,RHZ,WT,-4.664848733,13RHZWT
6770,Otu432,2.15E-05,13,RHZ,WT,-4.666948318,13RHZWT
6771,Otu420,2.11E-05,13,RHZ,WT,-4.676034811,13RHZWT
6772,Otu392,2.05E-05,13,RHZ,WT,-4.688917907,13RHZWT
6773,Otu281,2.04E-05,13,RHZ,WT,-4.690771803,13RHZWT
6774,Otu1618,2.11E-05,13,RHZ,WT,-4.675686709,13RHZWT
6775,Otu135,2.03E-05,13,RHZ,WT,-4.692229836,13RHZWT
6776,Otu221,2.06E-05,13,RHZ,WT,-4.687011423,13RHZWT
6777,Otu256,2.13E-05,13,RHZ,WT,-4.67092275,13RHZWT
6778,Otu170,2.13E-05,13,RHZ,WT,-4.672070136,13RHZWT
6779,Otu292,2.12E-05,13,RHZ,WT,-4.673831571,13RHZWT
6780,Otu1067,1.58E-06,13,RHZ,WT,-5.801280883,13RHZWT
6781,Otu367,2.12E-05,13,RHZ,WT,-4.673103885,13RHZWT
6782,Otu203,2.04E-05,13,RHZ,WT,-4.689450936,13RHZWT
6783,Otu260,2.09E-05,13,RHZ,WT,-4.680716148,13RHZWT
6784,Otu251,2.12E-05,13,RHZ,WT,-4.672882575,13RHZWT
6785,Otu349,2.09E-05,13,RHZ,WT,-4.679709461,13RHZWT
6786,Otu464,2.11E-05,13,RHZ,WT,-4.674824412,13RHZWT
6787,Otu272,2.05E-05,13,RHZ,WT,-4.688063697,13RHZWT
6788,Otu538,2.14E-05,13,RHZ,WT,-4.669261079,13RHZWT
6789,Otu379,1.58E-06,13,RHZ,WT,-5.801280196,13RHZWT
6790,Otu152,2.15E-05,13,RHZ,WT,-4.667051161,13RHZWT
6791,Otu342,2.02E-05,13,RHZ,WT,-4.694438468,13RHZWT
6792,Otu243,2.09E-05,13,RHZ,WT,-4.679500576,13RHZWT
6793,Otu345,1.58E-06,13,RHZ,WT,-5.801280883,13RHZWT
6794,Otu604,2.05E-05,13,RHZ,WT,-4.688304113,13RHZWT
6795,Otu206,2.11E-05,13,RHZ,WT,-4.675888276,13RHZWT
6796,Otu428,2.10E-05,13,RHZ,WT,-4.677214451,13RHZWT
6797,Otu412,2.05E-05,13,RHZ,WT,-4.688223989,13RHZWT
6798,Otu194,2.11E-05,13,RHZ,WT,-4.676291129,13RHZWT
6799,Otu201,2.12E-05,13,RHZ,WT,-4.674548851,13RHZWT
6800,Otu15906,1.58E-06,13,RHZ,WT,-5.801826135,13RHZWT
6801,Otu391,2.05E-05,13,RHZ,WT,-4.687858793,13RHZWT
6802,Otu219,2.15E-05,13,RHZ,WT,-4.666770622,13RHZWT
6803,Otu192,2.13E-05,13,RHZ,WT,-4.672060895,13RHZWT
6804,Otu358,2.13E-05,13,RHZ,WT,-4.671876034,13RHZWT
6805,Otu9406,2.04E-05,13,RHZ,WT,-4.690240394,13RHZWT
6806,Otu498,2.12E-05,13,RHZ,WT,-4.673260579,13RHZWT
6807,Otu396,1.58E-06,13,RHZ,WT,-5.801280883,13RHZWT
6808,Otu222,2.13E-05,13,RHZ,WT,-4.671117279,13RHZWT
6809,Otu236,2.13E-05,13,RHZ,WT,-4.672162535,13RHZWT
6810,Otu189,2.17E-05,13,RHZ,WT,-4.664341061,13RHZWT
6811,Otu348,2.09E-05,13,RHZ,WT,-4.679409725,13RHZWT
6812,Otu332,1.58E-06,13,RHZ,WT,-5.801826135,13RHZWT
6813,Otu2224,2.05E-05,13,RHZ,WT,-4.689211154,13RHZWT
6814,Otu3229,2.07E-05,13,RHZ,WT,-4.684189836,13RHZWT
6815,Otu322,2.04E-05,13,RHZ,WT,-4.6894243,13RHZWT
6816,Otu339,2.07E-05,13,RHZ,WT,-4.683758266,13RHZWT
6817,Otu6891,2.05E-05,13,RHZ,WT,-4.687858793,13RHZWT
6818,Otu2774,2.09E-05,13,RHZ,WT,-4.678891512,13RHZWT
6819,Otu602,2.13E-05,13,RHZ,WT,-4.672264152,13RHZWT
6820,Otu271,2.10E-05,13,RHZ,WT,-4.676995225,13RHZWT
6821,Otu237,2.15E-05,13,RHZ,WT,-4.667891696,13RHZWT
6822,Otu346,1.58E-06,13,RHZ,WT,-5.801826135,13RHZWT
6823,Otu315,2.07E-05,13,RHZ,WT,-4.683695293,13RHZWT
6824,Otu434,2.11E-05,13,RHZ,WT,-4.674741762,13RHZWT
6825,Otu211,2.07E-05,13,RHZ,WT,-4.684944054,13RHZWT
6826,Otu229,2.12E-05,13,RHZ,WT,-4.673094666,13RHZWT
6827,Otu14411,2.07E-05,13,RHZ,WT,-4.684612,13RHZWT
6828,Otu577,2.09E-05,13,RHZ,WT,-4.680743323,13RHZWT
6829,Otu1211,2.07E-05,13,RHZ,WT,-4.684773571,13RHZWT
6830,Otu3087,2.02E-05,13,RHZ,WT,-4.693779694,13RHZWT
6831,Otu362,2.09E-05,13,RHZ,WT,-4.679436982,13RHZWT
6832,Otu906,2.04E-05,13,RHZ,WT,-4.691063802,13RHZWT
6833,Otu1902,1.58E-06,13,RHZ,WT,-5.801826135,13RHZWT
6834,Otu350,2.01E-05,13,RHZ,WT,-4.696172845,13RHZWT
6835,Otu1123,2.10E-05,13,RHZ,WT,-4.677643447,13RHZWT
6836,Otu307,1.58E-06,13,RHZ,WT,-5.800735632,13RHZWT
6837,Otu343,2.10E-05,13,RHZ,WT,-4.677113986,13RHZWT
6838,Otu846,2.08E-05,13,RHZ,WT,-4.681096448,13RHZWT
6839,Otu268,2.11E-05,13,RHZ,WT,-4.675879116,13RHZWT
6840,Otu9521,2.13E-05,13,RHZ,WT,-4.672291861,13RHZWT
6841,Otu202,2.13E-05,13,RHZ,WT,-4.672522704,13RHZWT
6842,Otu255,2.08E-05,13,RHZ,WT,-4.681331706,13RHZWT
6843,Otu301,2.06E-05,13,RHZ,WT,-4.685490939,13RHZWT
6844,Otu558,2.09E-05,13,RHZ,WT,-4.680335513,13RHZWT
6845,Otu552,2.11E-05,13,RHZ,WT,-4.675979866,13RHZWT
6846,Otu502,1.58E-06,13,RHZ,WT,-5.801280883,13RHZWT
6847,Otu479,2.12E-05,13,RHZ,WT,-4.673196065,13RHZWT
6848,Otu892,2.04E-05,13,RHZ,WT,-4.691320244,13RHZWT
6849,Otu514,2.10E-05,13,RHZ,WT,-4.677980869,13RHZWT
6850,Otu1871,2.13E-05,13,RHZ,WT,-4.671580092,13RHZWT
6851,Otu299,1.58E-06,13,RHZ,WT,-5.801280883,13RHZWT
6852,Otu708,2.12E-05,13,RHZ,WT,-4.673905192,13RHZWT
6853,Otu548,2.03E-05,13,RHZ,WT,-4.69220337,13RHZWT
6854,Otu239,2.06E-05,13,RHZ,WT,-4.685177237,13RHZWT
6855,Otu11847,2.11E-05,13,RHZ,WT,-4.675466711,13RHZWT
6856,Otu16975,2.12E-05,13,RHZ,WT,-4.673389578,13RHZWT
6857,Otu416,2.11E-05,13,RHZ,WT,-4.676391784,13RHZWT
6858,Otu470,2.04E-05,13,RHZ,WT,-4.69118762,13RHZWT
6859,Otu594,2.11E-05,13,RHZ,WT,-4.675044736,13RHZWT
6860,Otu253,2.12E-05,13,RHZ,WT,-4.673030128,13RHZWT
6861,Otu407,2.01E-05,13,RHZ,WT,-4.697752274,13RHZWT
6862,Otu274,2.02E-05,13,RHZ,WT,-4.694991067,13RHZWT
6863,Otu324,1.58E-06,13,RHZ,WT,-5.801826135,13RHZWT
6864,Otu214,1.58E-06,13,RHZ,WT,-5.801280883,13RHZWT
6865,Otu390,2.14E-05,13,RHZ,WT,-4.669995226,13RHZWT
6866,Otu761,1.95E-05,13,RHZ,WT,-4.708888089,13RHZWT
6867,Otu488,2.10E-05,13,RHZ,WT,-4.678108474,13RHZWT
6868,Otu331,2.15E-05,13,RHZ,WT,-4.667602362,13RHZWT
6869,Otu275,2.07E-05,13,RHZ,WT,-4.684387496,13RHZWT
6870,Otu1521,2.02E-05,13,RHZ,WT,-4.695008598,13RHZWT
6871,Otu326,2.14E-05,13,RHZ,WT,-4.669595781,13RHZWT
6872,Otu311,2.12E-05,13,RHZ,WT,-4.673463275,13RHZWT
6873,Otu323,2.15E-05,13,RHZ,WT,-4.668469785,13RHZWT
6874,Otu404,2.13E-05,13,RHZ,WT,-4.670904219,13RHZWT
6875,Otu1806,2.10E-05,13,RHZ,WT,-4.677789391,13RHZWT
6876,Otu585,2.09E-05,13,RHZ,WT,-4.679791171,13RHZWT
6877,Otu389,1.58E-06,13,RHZ,WT,-5.801280196,13RHZWT
6878,Otu254,2.08E-05,13,RHZ,WT,-4.682740581,13RHZWT
6879,Otu555,2.12E-05,13,RHZ,WT,-4.674567227,13RHZWT
6880,Otu264,2.00E-05,13,RHZ,WT,-4.698161464,13RHZWT
6881,Otu294,2.13E-05,13,RHZ,WT,-4.670885687,13RHZWT
6882,Otu16992,2.07E-05,13,RHZ,WT,-4.683191178,13RHZWT
6883,Otu285,1.58E-06,13,RHZ,WT,-5.800190383,13RHZWT
6884,Otu1467,2.13E-05,13,RHZ,WT,-4.671043183,13RHZWT
6885,Otu483,1.97E-05,13,RHZ,WT,-4.706495886,13RHZWT
6886,Otu472,2.13E-05,13,RHZ,WT,-4.671172843,13RHZWT
6887,Otu751,2.11E-05,13,RHZ,WT,-4.675595056,13RHZWT
6888,Otu8424,1.58E-06,13,RHZ,WT,-5.801280196,13RHZWT
6889,Otu394,2.12E-05,13,RHZ,WT,-4.674429386,13RHZWT
6890,Otu12704,2.07E-05,13,RHZ,WT,-4.683092087,13RHZWT
6891,Otu973,1.98E-05,13,RHZ,WT,-4.703256977,13RHZWT
6892,Otu2513,2.11E-05,13,RHZ,WT,-4.676016497,13RHZWT
6893,Otu953,1.93E-05,13,RHZ,WT,-4.713666913,13RHZWT
6894,Otu354,1.58E-06,13,RHZ,WT,-5.801280883,13RHZWT
6895,Otu965,2.11E-05,13,RHZ,WT,-4.676346035,13RHZWT
6896,Otu269,2.10E-05,13,RHZ,WT,-4.678017331,13RHZWT
6897,Otu744,2.01E-05,13,RHZ,WT,-4.69601546,13RHZWT
6898,Otu921,2.06E-05,13,RHZ,WT,-4.686296565,13RHZWT
6899,Otu277,2.06E-05,13,RHZ,WT,-4.68660946,13RHZWT
6900,Otu654,2.14E-05,13,RHZ,WT,-4.670264412,13RHZWT
6901,Otu279,1.58E-06,13,RHZ,WT,-5.801826135,13RHZWT
6902,Otu4425,2.10E-05,13,RHZ,WT,-4.676858153,13RHZWT
6903,Otu1319,2.14E-05,13,RHZ,WT,-4.669419165,13RHZWT
6904,Otu317,2.07E-05,13,RHZ,WT,-4.684836389,13RHZWT
6905,Otu936,2.15E-05,13,RHZ,WT,-4.667873035,13RHZWT
6906,Otu399,2.07E-05,13,RHZ,WT,-4.683569319,13RHZWT
6907,Otu387,2.08E-05,13,RHZ,WT,-4.681856053,13RHZWT
6908,Otu16010,2.12E-05,13,RHZ,WT,-4.674659096,13RHZWT
6909,Otu9549,2.12E-05,13,RHZ,WT,-4.673656669,13RHZWT
6910,Otu419,2.12E-05,13,RHZ,WT,-4.673113104,13RHZWT
6911,Otu1590,2.01E-05,13,RHZ,WT,-4.697848077,13RHZWT
6912,Otu469,2.08E-05,13,RHZ,WT,-4.682208275,13RHZWT
6913,Otu509,2.12E-05,13,RHZ,WT,-4.674668282,13RHZWT
6914,Otu334,2.11E-05,13,RHZ,WT,-4.675851634,13RHZWT
6915,Otu440,1.58E-06,13,RHZ,WT,-5.801280196,13RHZWT
6916,Otu589,2.11E-05,13,RHZ,WT,-4.675090623,13RHZWT
6917,Otu817,2.12E-05,13,RHZ,WT,-4.674622351,13RHZWT
6918,Otu722,2.03E-05,13,RHZ,WT,-4.692979037,13RHZWT
6919,Otu368,2.13E-05,13,RHZ,WT,-4.670644701,13RHZWT
6920,Otu466,2.07E-05,13,RHZ,WT,-4.683497318,13RHZWT
6921,Otu327,2.04E-05,13,RHZ,WT,-4.689743824,13RHZWT
6922,Otu675,2.12E-05,13,RHZ,WT,-4.674309889,13RHZWT
6923,Otu876,2.09E-05,13,RHZ,WT,-4.680679911,13RHZWT
6924,Otu3551,2.14E-05,13,RHZ,WT,-4.670551978,13RHZWT
6925,Otu792,2.01E-05,13,RHZ,WT,-4.695980478,13RHZWT
6926,Otu3926,2.13E-05,13,RHZ,WT,-4.672190251,13RHZWT
6927,Otu310,2.09E-05,13,RHZ,WT,-4.680353646,13RHZWT
6928,Otu500,2.05E-05,13,RHZ,WT,-4.687261346,13RHZWT
6929,Otu481,2.06E-05,13,RHZ,WT,-4.685589485,13RHZWT
6930,Otu439,2.10E-05,13,RHZ,WT,-4.677086583,13RHZWT
6931,Otu605,2.14E-05,13,RHZ,WT,-4.668842338,13RHZWT
6932,Otu1529,2.15E-05,13,RHZ,WT,-4.667807715,13RHZWT
6933,Otu775,2.05E-05,13,RHZ,WT,-4.687430855,13RHZWT
6934,Otu975,2.13E-05,13,RHZ,WT,-4.672181013,13RHZWT
6935,Otu506,2.03E-05,13,RHZ,WT,-4.692176902,13RHZWT
6936,Otu385,2.14E-05,13,RHZ,WT,-4.669577193,13RHZWT
6937,Otu580,2.07E-05,13,RHZ,WT,-4.684099961,13RHZWT
6938,Otu522,2.09E-05,13,RHZ,WT,-4.678891512,13RHZWT
6939,Otu793,2.08E-05,13,RHZ,WT,-4.681539712,13RHZWT
6940,Otu667,2.04E-05,13,RHZ,WT,-4.68977044,13RHZWT
6941,Otu364,2.09E-05,13,RHZ,WT,-4.679536911,13RHZWT
6942,Otu582,2.04E-05,13,RHZ,WT,-4.691399799,13RHZWT
6943,Otu1363,2.04E-05,13,RHZ,WT,-4.691293723,13RHZWT
6944,Otu637,2.10E-05,13,RHZ,WT,-4.678363571,13RHZWT
6945,Otu463,2.13E-05,13,RHZ,WT,-4.671339491,13RHZWT
6946,Otu642,2.09E-05,13,RHZ,WT,-4.679854713,13RHZWT
6947,Otu422,1.99E-05,13,RHZ,WT,-4.701015052,13RHZWT
6948,Otu295,2.13E-05,13,RHZ,WT,-4.67233804,13RHZWT
6949,Otu353,2.11E-05,13,RHZ,WT,-4.674907047,13RHZWT
6950,Otu523,2.13E-05,13,RHZ,WT,-4.672578088,13RHZWT
6951,Otu351,2.10E-05,13,RHZ,WT,-4.67776203,13RHZWT
6952,Otu650,2.11E-05,13,RHZ,WT,-4.676583879,13RHZWT
6953,Otu615,2.04E-05,13,RHZ,WT,-4.690798357,13RHZWT
6954,Otu501,2.09E-05,13,RHZ,WT,-4.679809327,13RHZWT
6955,Otu319,2.11E-05,13,RHZ,WT,-4.675521721,13RHZWT
6956,Otu13869,2.05E-05,13,RHZ,WT,-4.688117134,13RHZWT
6957,Otu821,2.05E-05,13,RHZ,WT,-4.688508808,13RHZWT
6958,Otu2894,2.15E-05,13,RHZ,WT,-4.666826744,13RHZWT
6959,Otu535,2.12E-05,13,RHZ,WT,-4.674273114,13RHZWT
6960,Otu336,2.07E-05,13,RHZ,WT,-4.68356032,13RHZWT
6961,Otu690,2.02E-05,13,RHZ,WT,-4.694359468,13RHZWT
6962,Otu444,2.13E-05,13,RHZ,WT,-4.671265433,13RHZWT
6963,Otu748,2.07E-05,13,RHZ,WT,-4.683191178,13RHZWT
6964,Otu395,2.12E-05,13,RHZ,WT,-4.672781103,13RHZWT
6965,Otu503,2.05E-05,13,RHZ,WT,-4.688001345,13RHZWT
6966,Otu505,2.14E-05,13,RHZ,WT,-4.669614368,13RHZWT
6967,Otu568,1.58E-06,13,RHZ,WT,-5.800188319,13RHZWT
6968,Otu316,2.15E-05,13,RHZ,WT,-4.667639706,13RHZWT
6969,Otu1006,2.02E-05,13,RHZ,WT,-4.694438468,13RHZWT
6970,Otu835,2.14E-05,13,RHZ,WT,-4.669958084,13RHZWT
6971,Otu386,2.05E-05,13,RHZ,WT,-4.68922892,13RHZWT
6972,Otu527,2.03E-05,13,RHZ,WT,-4.692952617,13RHZWT
6973,Otu415,2.13E-05,13,RHZ,WT,-4.671478316,13RHZWT
6974,Otu653,1.58E-06,13,RHZ,WT,-5.801826135,13RHZWT
6975,Otu329,2.02E-05,13,RHZ,WT,-4.694324352,13RHZWT
6976,Otu774,2.00E-05,13,RHZ,WT,-4.69834417,13RHZWT
6977,Otu11709,2.07E-05,13,RHZ,WT,-4.684351565,13RHZWT
6978,Otu1887,2.07E-05,13,RHZ,WT,-4.684504253,13RHZWT
6979,Otu455,2.15E-05,13,RHZ,WT,-4.667004417,13RHZWT
6980,Otu673,2.11E-05,13,RHZ,WT,-4.675989024,13RHZWT
6981,Otu5809,2.17E-05,13,RHZ,WT,-4.663842213,13RHZWT
6982,Otu333,2.12E-05,13,RHZ,WT,-4.673536959,13RHZWT
6983,Otu383,2.12E-05,13,RHZ,WT,-4.673223715,13RHZWT
6984,Otu1832,2.10E-05,13,RHZ,WT,-4.677652569,13RHZWT
6985,Otu480,2.08E-05,13,RHZ,WT,-4.682551191,13RHZWT
6986,Otu423,2.00E-05,13,RHZ,WT,-4.698544187,13RHZWT
6987,Otu857,2.10E-05,13,RHZ,WT,-4.677989985,13RHZWT
6988,Otu344,2.13E-05,13,RHZ,WT,-4.671237658,13RHZWT
6989,Otu461,2.06E-05,13,RHZ,WT,-4.687038208,13RHZWT
6990,Otu586,2.09E-05,13,RHZ,WT,-4.680244837,13RHZWT
6991,Otu587,1.97E-05,13,RHZ,WT,-4.704588024,13RHZWT
6992,Otu646,2.05E-05,13,RHZ,WT,-4.687421935,13RHZWT
6993,Otu1194,2.09E-05,13,RHZ,WT,-4.68000899,13RHZWT
6994,Otu611,2.16E-05,13,RHZ,WT,-4.665777927,13RHZWT
6995,Otu847,2.02E-05,13,RHZ,WT,-4.69368299,13RHZWT
6996,Otu730,1.58E-06,13,RHZ,WT,-5.801280196,13RHZWT
6997,Otu848,2.10E-05,13,RHZ,WT,-4.677588705,13RHZWT
6998,Otu4380,2.09E-05,13,RHZ,WT,-4.679064318,13RHZWT
6999,Otu6755,2.16E-05,13,RHZ,WT,-4.66617153,13RHZWT
7000,Otu1879,2.11E-05,13,RHZ,WT,-4.675127328,13RHZWT
7001,Otu926,2.05E-05,13,RHZ,WT,-4.687421935,13RHZWT
7002,Otu15731,2.13E-05,13,RHZ,WT,-4.672476545,13RHZWT
7003,Otu417,2.11E-05,13,RHZ,WT,-4.675595056,13RHZWT
7004,Otu8416,2.11E-05,13,RHZ,WT,-4.675549223,13RHZWT
7005,Otu494,2.10E-05,13,RHZ,WT,-4.677543081,13RHZWT
7006,Otu408,2.11E-05,13,RHZ,WT,-4.67600734,13RHZWT
7007,Otu356,2.12E-05,13,RHZ,WT,-4.672937913,13RHZWT
7008,Otu845,2.07E-05,13,RHZ,WT,-4.684477312,13RHZWT
7009,Otu468,2.11E-05,13,RHZ,WT,-4.675191556,13RHZWT
7010,Otu783,2.04E-05,13,RHZ,WT,-4.690718691,13RHZWT
7011,Otu5590,2.16E-05,13,RHZ,WT,-4.66648054,13RHZWT
7012,Otu435,1.98E-05,13,RHZ,WT,-4.702542542,13RHZWT
7013,Otu363,2.04E-05,13,RHZ,WT,-4.6894243,13RHZWT
7014,Otu1304,2.13E-05,13,RHZ,WT,-4.671182103,13RHZWT
7015,Otu12329,2.13E-05,13,RHZ,WT,-4.671829806,13RHZWT
7016,Otu932,2.10E-05,13,RHZ,WT,-4.677634323,13RHZWT
7017,Otu1556,2.12E-05,13,RHZ,WT,-4.673085447,13RHZWT
7018,Otu801,2.09E-05,13,RHZ,WT,-4.679609572,13RHZWT
7019,Otu944,2.11E-05,13,RHZ,WT,-4.675723364,13RHZWT
7020,Otu1233,2.02E-05,13,RHZ,WT,-4.694420914,13RHZWT
7021,Otu4607,2.08E-05,13,RHZ,WT,-4.681060244,13RHZWT
7022,Otu1770,1.58E-06,13,RHZ,WT,-5.801826135,13RHZWT
7023,Otu1023,2.14E-05,13,RHZ,WT,-4.669623661,13RHZWT
7024,Otu532,2.12E-05,13,RHZ,WT,-4.673094666,13RHZWT
7025,Otu3356,2.06E-05,13,RHZ,WT,-4.68607293,13RHZWT
7026,Otu852,2.12E-05,13,RHZ,WT,-4.674668282,13RHZWT
7027,Otu2913,1.95E-05,13,RHZ,WT,-4.708939025,13RHZWT
7028,Otu5379,2.11E-05,13,RHZ,WT,-4.67673018,13RHZWT
7029,Otu3615,2.08E-05,13,RHZ,WT,-4.681711468,13RHZWT
7030,Otu617,2.14E-05,13,RHZ,WT,-4.669679416,13RHZWT
7031,Otu3464,2.09E-05,13,RHZ,WT,-4.680045282,13RHZWT
7032,Otu702,2.08E-05,13,RHZ,WT,-4.682388791,13RHZWT
7033,Otu418,2.02E-05,13,RHZ,WT,-4.694964769,13RHZWT
7034,Otu1324,2.14E-05,13,RHZ,WT,-4.670097351,13RHZWT
7035,Otu959,2.15E-05,13,RHZ,WT,-4.666882859,13RHZWT
7036,Otu626,1.58E-06,13,RHZ,WT,-5.800734944,13RHZWT
7037,Otu756,1.98E-05,13,RHZ,WT,-4.704133351,13RHZWT
7038,Otu705,2.10E-05,13,RHZ,WT,-4.677250977,13RHZWT
7039,Otu601,1.58E-06,13,RHZ,WT,-5.801280883,13RHZWT
7040,Otu1054,1.58E-06,13,RHZ,WT,-5.80073357,13RHZWT
7041,Otu460,2.08E-05,13,RHZ,WT,-4.682497064,13RHZWT
7042,Otu520,2.13E-05,13,RHZ,WT,-4.671302464,13RHZWT
7043,Otu583,2.14E-05,13,RHZ,WT,-4.669698,13RHZWT
7044,Otu854,2.10E-05,13,RHZ,WT,-4.677880582,13RHZWT
7045,Otu447,2.08E-05,13,RHZ,WT,-4.681485459,13RHZWT
7046,Otu818,2.07E-05,13,RHZ,WT,-4.683074068,13RHZWT
7047,Otu575,2.10E-05,13,RHZ,WT,-4.676949539,13RHZWT
7048,Otu677,1.95E-05,13,RHZ,WT,-4.710455864,13RHZWT
7049,Otu536,1.99E-05,13,RHZ,WT,-4.700071714,13RHZWT
7050,Otu888,2.09E-05,13,RHZ,WT,-4.67971854,13RHZWT
7051,Otu1247,1.58E-06,13,RHZ,WT,-5.801280883,13RHZWT
7052,Otu533,2.13E-05,13,RHZ,WT,-4.670616886,13RHZWT
7053,Otu1100,2.07E-05,13,RHZ,WT,-4.684908168,13RHZWT
7054,Otu424,2.13E-05,13,RHZ,WT,-4.670802284,13RHZWT
7055,Otu446,2.04E-05,13,RHZ,WT,-4.689353263,13RHZWT
7056,Otu909,2.13E-05,13,RHZ,WT,-4.670978339,13RHZWT
7057,Otu900,2.13E-05,13,RHZ,WT,-4.67092275,13RHZWT
7058,Otu6679,2.10E-05,13,RHZ,WT,-4.67745182,13RHZWT
7059,Otu659,2.05E-05,13,RHZ,WT,-4.688330818,13RHZWT
7060,Otu925,2.12E-05,13,RHZ,WT,-4.673757937,13RHZWT
7061,Otu1152,2.11E-05,13,RHZ,WT,-4.675732528,13RHZWT
7062,Otu2221,2.15E-05,13,RHZ,WT,-4.667770386,13RHZWT
7063,Otu1187,2.10E-05,13,RHZ,WT,-4.677834989,13RHZWT
7064,Otu429,2.12E-05,13,RHZ,WT,-4.672781103,13RHZWT
7065,Otu484,2.12E-05,13,RHZ,WT,-4.67270729,13RHZWT
7066,Otu537,2.11E-05,13,RHZ,WT,-4.67614468,13RHZWT
7067,Otu709,2.08E-05,13,RHZ,WT,-4.682632368,13RHZWT
7068,Otu863,2.10E-05,13,RHZ,WT,-4.677250977,13RHZWT
7069,Otu896,2.06E-05,13,RHZ,WT,-4.685087566,13RHZWT
7070,Otu14443,2.14E-05,13,RHZ,WT,-4.669428462,13RHZWT
