,OTU_ID,Bet_RAW,Date,Sample_type,Genotype,Betweenness_log,combine
1135,Otu625,192.4271171,4,Soil near roots,RNAi,2.284491908,4Soil near rootsRNAi
1136,Otu1212,773.3940448,4,Soil near roots,RNAi,2.888456974,4Soil near rootsRNAi
1137,Otu807,2366.650967,4,Soil near roots,RNAi,3.374152563,4Soil near rootsRNAi
1138,Otu737,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
1139,Otu638,1315.624508,4,Soil near roots,RNAi,3.119164964,4Soil near rootsRNAi
1140,Otu14279,148.6829234,4,Soil near roots,RNAi,2.172553088,4Soil near rootsRNAi
1141,Otu718,1484,4,Soil near roots,RNAi,3.171463165,4Soil near rootsRNAi
1142,Otu1050,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1143,Otu3942,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
1144,Otu4291,37951.26173,4,Soil near roots,RNAi,4.579227363,4Soil near rootsRNAi
1145,Otu1312,2.190680603,4,Soil near roots,RNAi,0.359964538,4Soil near rootsRNAi
1146,Otu9672,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1147,Otu1124,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1148,Otu1542,1569.403972,4,Soil near roots,RNAi,3.195762419,4Soil near rootsRNAi
1149,Otu1235,1925.198001,4,Soil near roots,RNAi,3.28449796,4Soil near rootsRNAi
1150,Otu591,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
1151,Otu581,69376.27199,4,Soil near roots,RNAi,4.841211585,4Soil near rootsRNAi
1152,Otu725,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1153,Otu862,8033.598914,4,Soil near roots,RNAi,3.904915551,4Soil near rootsRNAi
1154,Otu1059,1,4,Soil near roots,RNAi,0.041392685,4Soil near rootsRNAi
1155,Otu1182,762.8661933,4,Soil near roots,RNAi,2.882505295,4Soil near rootsRNAi
1156,Otu608,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1157,Otu798,2046.581448,4,Soil near roots,RNAi,3.311050253,4Soil near rootsRNAi
1158,Otu946,2767.448104,4,Soil near roots,RNAi,3.442095178,4Soil near rootsRNAi
1159,Otu1156,330.3486625,4,Soil near roots,RNAi,2.519103998,4Soil near rootsRNAi
1160,Otu2091,266.7167543,4,Soil near roots,RNAi,2.426213097,4Soil near rootsRNAi
1161,Otu795,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1162,Otu2002,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1163,Otu878,15581.15449,4,Soil near roots,RNAi,4.192602421,4Soil near rootsRNAi
1164,Otu830,15884.71187,4,Soil near roots,RNAi,4.200982076,4Soil near rootsRNAi
1165,Otu2722,2942.890365,4,Soil near roots,RNAi,3.46878884,4Soil near rootsRNAi
1166,Otu593,21.18573462,4,Soil near roots,RNAi,1.328088643,4Soil near rootsRNAi
1167,Otu1195,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1168,Otu1360,858.2755249,4,Soil near roots,RNAi,2.933677326,4Soil near rootsRNAi
1169,Otu1151,4568.044498,4,Soil near roots,RNAi,3.659739833,4Soil near rootsRNAi
1170,Otu1060,6178.264458,4,Soil near roots,RNAi,3.790873524,4Soil near rootsRNAi
1171,Otu1042,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1172,Otu1065,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1173,Otu1370,4590.719315,4,Soil near roots,RNAi,3.6618902,4Soil near rootsRNAi
1174,Otu1276,4444.950114,4,Soil near roots,RNAi,3.647876662,4Soil near rootsRNAi
1175,Otu1288,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1176,Otu13583,201.9363442,4,Soil near roots,RNAi,2.305429501,4Soil near rootsRNAi
1177,Otu627,30405.66711,4,Soil near roots,RNAi,4.482955965,4Soil near rootsRNAi
1178,Otu945,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1179,Otu3121,12.35822121,4,Soil near roots,RNAi,1.095456038,4Soil near rootsRNAi
1180,Otu1034,2043.693132,4,Soil near roots,RNAi,3.310436935,4Soil near rootsRNAi
1181,Otu9757,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1182,Otu1635,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1183,Otu1238,5,4,Soil near roots,RNAi,0.707570176,4Soil near rootsRNAi
1184,Otu1557,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1185,Otu947,5698.728192,4,Soil near roots,RNAi,3.755785564,4Soil near rootsRNAi
1186,Otu865,10623.2809,4,Soil near roots,RNAi,4.026262753,4Soil near rootsRNAi
1187,Otu1239,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1188,Otu729,204.3432943,4,Soil near roots,RNAi,2.31057287,4Soil near rootsRNAi
1189,Otu1225,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1190,Otu816,3272.9464,4,Soil near roots,RNAi,3.514952162,4Soil near rootsRNAi
1191,Otu780,1460.726062,4,Soil near roots,RNAi,3.164598508,4Soil near rootsRNAi
1192,Otu707,10.44056203,4,Soil near roots,RNAi,1.022863768,4Soil near rootsRNAi
1193,Otu1325,1750.677757,4,Soil near roots,RNAi,3.24323102,4Soil near rootsRNAi
1194,Otu861,96.01536926,4,Soil near roots,RNAi,1.982792839,4Soil near rootsRNAi
1195,Otu1327,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1196,Otu703,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1197,Otu948,2003.556965,4,Soil near roots,RNAi,3.301823371,4Soil near rootsRNAi
1198,Otu1378,48686.79908,4,Soil near roots,RNAi,4.687412115,4Soil near rootsRNAi
1199,Otu1040,814.0626552,4,Soil near roots,RNAi,2.910711178,4Soil near rootsRNAi
1200,Otu682,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1201,Otu16826,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1202,Otu717,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1203,Otu1962,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1204,Otu1873,2508.34403,4,Soil near roots,RNAi,3.399404415,4Soil near rootsRNAi
1205,Otu1150,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1206,Otu1273,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1207,Otu1206,4,4,Soil near roots,RNAi,0.612783857,4Soil near rootsRNAi
1208,Otu14874,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1209,Otu5591,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1210,Otu1159,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1211,Otu803,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1212,Otu11140,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1213,Otu827,3347.764349,4,Soil near roots,RNAi,3.524767853,4Soil near rootsRNAi
1214,Otu1143,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1215,Otu1365,232.7455441,4,Soil near roots,RNAi,2.367067931,4Soil near rootsRNAi
1216,Otu14915,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1217,Otu13261,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1218,Otu1357,6333.249475,4,Soil near roots,RNAi,3.801633453,4Soil near rootsRNAi
1219,Otu1138,3333.572678,4,Soil near roots,RNAi,3.522922956,4Soil near rootsRNAi
1220,Otu1412,12063.69367,4,Soil near roots,RNAi,4.081483901,4Soil near rootsRNAi
1221,Otu2760,78.19757885,4,Soil near roots,RNAi,1.893748333,4Soil near rootsRNAi
1222,Otu770,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1223,Otu2718,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1224,Otu749,2265.781213,4,Soil near roots,RNAi,3.355237139,4Soil near rootsRNAi
1225,Otu1184,935.9081541,4,Soil near roots,RNAi,2.971279632,4Soil near rootsRNAi
1226,Otu796,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1227,Otu3401,4437,4,Soil near roots,RNAi,3.647099217,4Soil near rootsRNAi
1228,Otu5083,1485,4,Soil near roots,RNAi,3.171755698,4Soil near rootsRNAi
1229,Otu3950,44.04648829,4,Soil near roots,RNAi,1.644896163,4Soil near rootsRNAi
1230,Otu768,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1231,Otu1822,471.15409,4,Soil near roots,RNAi,2.673255132,4Soil near rootsRNAi
1232,Otu1564,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1233,Otu1019,448.46902,4,Soil near roots,RNAi,2.651829276,4Soil near rootsRNAi
1234,Otu994,1203.190075,4,Soil near roots,RNAi,3.080370335,4Soil near rootsRNAi
1235,Otu2127,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1236,Otu11782,2131.848529,4,Soil near roots,RNAi,3.328776715,4Soil near rootsRNAi
1237,Otu1458,3134.559297,4,Soil near roots,RNAi,3.496190345,4Soil near rootsRNAi
1238,Otu917,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1239,Otu987,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1240,Otu819,213.8594991,4,Soil near roots,RNAi,2.330331572,4Soil near rootsRNAi
1241,Otu1609,231.9077723,4,Soil near roots,RNAi,2.365502534,4Soil near rootsRNAi
1242,Otu13140,0.666666667,4,Soil near roots,RNAi,-0.115393419,4Soil near rootsRNAi
1243,Otu1580,247.8330906,4,Soil near roots,RNAi,2.394334494,4Soil near rootsRNAi
1244,Otu1525,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1245,Otu5512,920.0226612,4,Soil near roots,RNAi,2.963845727,4Soil near rootsRNAi
1246,Otu885,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1247,Otu1503,3536.634581,4,Soil near roots,RNAi,3.548602469,4Soil near rootsRNAi
1248,Otu802,1484.004212,4,Soil near roots,RNAi,3.171464398,4Soil near rootsRNAi
1249,Otu1326,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1250,Otu1651,3.5,4,Soil near roots,RNAi,0.556302501,4Soil near rootsRNAi
1251,Otu1149,517.5189138,4,Soil near roots,RNAi,2.714010137,4Soil near rootsRNAi
1252,Otu1240,177.09324,4,Soil near roots,RNAi,2.248447149,4Soil near rootsRNAi
1253,Otu1101,4637.331086,4,Soil near roots,RNAi,3.666277469,4Soil near rootsRNAi
1254,Otu1090,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1255,Otu927,3434.898118,4,Soil near roots,RNAi,3.535926504,4Soil near rootsRNAi
1256,Otu1073,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
1257,Otu1606,2298.82255,4,Soil near roots,RNAi,3.36152434,4Soil near rootsRNAi
1258,Otu884,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1259,Otu1175,180.6973073,4,Soil near roots,RNAi,2.257191958,4Soil near rootsRNAi
1260,Otu2029,1,4,Soil near roots,RNAi,0.041392685,4Soil near rootsRNAi
1261,Otu11378,1484,4,Soil near roots,RNAi,3.171463165,4Soil near rootsRNAi
1262,Otu2550,590.940203,4,Soil near roots,RNAi,2.771617023,4Soil near rootsRNAi
1263,Otu2792,371,4,Soil near roots,RNAi,2.569490954,4Soil near rootsRNAi
1264,Otu1317,7205.321463,4,Soil near roots,RNAi,3.857659389,4Soil near rootsRNAi
1265,Otu1989,288.2778589,4,Soil near roots,RNAi,2.459961913,4Soil near rootsRNAi
1266,Otu6682,424.6710957,4,Soil near roots,RNAi,2.628154957,4Soil near rootsRNAi
1267,Otu8976,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1268,Otu1080,5176,4,Soil near roots,RNAi,3.714002658,4Soil near rootsRNAi
1269,Otu1741,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1270,Otu877,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1271,Otu4341,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1272,Otu1137,3677.942968,4,Soil near roots,RNAi,3.565616799,4Soil near rootsRNAi
1273,Otu1340,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1274,Otu874,259.6994915,4,Soil near roots,RNAi,2.414638297,4Soil near rootsRNAi
1275,Otu868,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
1276,Otu1715,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1277,Otu1361,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1278,Otu1322,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1279,Otu1739,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
1280,Otu1577,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1281,Otu14483,59.95051309,4,Soil near roots,RNAi,1.778516722,4Soil near rootsRNAi
1282,Otu904,635.4318243,4,Soil near roots,RNAi,2.803137303,4Soil near rootsRNAi
1283,Otu2061,75139.78197,4,Soil near roots,RNAi,4.875870509,4Soil near rootsRNAi
1284,Otu1335,68252.48464,4,Soil near roots,RNAi,4.834119102,4Soil near rootsRNAi
1285,Otu2053,966.7285017,4,Soil near roots,RNAi,2.985349445,4Soil near rootsRNAi
1286,Otu12711,2226,4,Soil near roots,RNAi,3.34754467,4Soil near rootsRNAi
1287,Otu13604,5845.809754,4,Soil near roots,RNAi,3.766852107,4Soil near rootsRNAi
1288,Otu1661,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1289,Otu1133,12712.98934,4,Soil near roots,RNAi,4.104251099,4Soil near rootsRNAi
1290,Otu1636,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1291,Otu1712,6073.463817,4,Soil near roots,RNAi,3.783443599,4Soil near rootsRNAi
1292,Otu1928,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1293,Otu1863,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
1294,Otu2664,310.3604951,4,Soil near roots,RNAi,2.492006346,4Soil near rootsRNAi
1295,Otu1321,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1296,Otu1111,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1297,Otu1041,2223,4,Soil near roots,RNAi,3.346958999,4Soil near rootsRNAi
1298,Otu6202,2.033333333,4,Soil near roots,RNAi,0.329058719,4Soil near rootsRNAi
1299,Otu1356,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1300,Otu1056,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
1301,Otu985,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1302,Otu1709,1760.770523,4,Soil near roots,RNAi,3.245727423,4Soil near rootsRNAi
1303,Otu2248,1475.557032,4,Soil near roots,RNAi,3.168985432,4Soil near rootsRNAi
1304,Otu1488,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1305,Otu2798,50.01700102,4,Soil near roots,RNAi,1.699985075,4Soil near rootsRNAi
1306,Otu1011,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1307,Otu1667,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1308,Otu1266,612.5508994,4,Soil near roots,RNAi,2.787213075,4Soil near rootsRNAi
1309,Otu16168,7.793716006,4,Soil near roots,RNAi,0.897281498,4Soil near rootsRNAi
1310,Otu1954,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1311,Otu5632,3258.656164,4,Soil near roots,RNAi,3.513051866,4Soil near rootsRNAi
1312,Otu1015,6233.759275,4,Soil near roots,RNAi,3.794756994,4Soil near rootsRNAi
1313,Otu3555,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1314,Otu1732,1592.88746,4,Soil near roots,RNAi,3.202212357,4Soil near rootsRNAi
1315,Otu1248,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1316,Otu1727,222.2717014,4,Soil near roots,RNAi,2.347079519,4Soil near rootsRNAi
1317,Otu1878,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1318,Otu1087,462.7511666,4,Soil near roots,RNAi,2.665441363,4Soil near rootsRNAi
1319,Otu2230,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1320,Otu1096,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1321,Otu1751,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1322,Otu1524,4737.251944,4,Soil near roots,RNAi,3.67553565,4Soil near rootsRNAi
1323,Otu1449,294.5303033,4,Soil near roots,RNAi,2.469277413,4Soil near rootsRNAi
1324,Otu9895,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1325,Otu1876,3005.417273,4,Soil near roots,RNAi,3.477919228,4Soil near rootsRNAi
1326,Otu1640,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1327,Otu1280,7689.79916,4,Soil near roots,RNAi,3.885920645,4Soil near rootsRNAi
1328,Otu1754,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1329,Otu1755,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1330,Otu1559,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1331,Otu2301,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1332,Otu1674,4715.928025,4,Soil near roots,RNAi,3.673576377,4Soil near rootsRNAi
1333,Otu1846,1861.701754,4,Soil near roots,RNAi,3.269933435,4Soil near rootsRNAi
1334,Otu1161,962.5664353,4,Soil near roots,RNAi,2.98347583,4Soil near rootsRNAi
1335,Otu1780,31.0820369,4,Soil near roots,RNAi,1.493904481,4Soil near rootsRNAi
1336,Otu2268,8347.528746,4,Soil near roots,RNAi,3.921563126,4Soil near rootsRNAi
1337,Otu15064,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1338,Otu2504,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1339,Otu1805,3533.213759,4,Soil near roots,RNAi,3.548182205,4Soil near rootsRNAi
1340,Otu1699,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
1341,Otu9664,2324.626252,4,Soil near roots,RNAi,3.36637182,4Soil near rootsRNAi
1342,Otu1445,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1343,Otu4646,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1344,Otu1857,369,4,Soil near roots,RNAi,2.567144045,4Soil near rootsRNAi
1345,Otu1612,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1346,Otu2072,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1347,Otu1705,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
1348,Otu9951,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1349,Otu10740,2720.033839,4,Soil near roots,RNAi,3.434590273,4Soil near rootsRNAi
1350,Otu1366,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1351,Otu1386,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1352,Otu1787,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
1353,Otu1382,2226,4,Soil near roots,RNAi,3.34754467,4Soil near rootsRNAi
1354,Otu2273,3330,4,Soil near roots,RNAi,3.522457275,4Soil near rootsRNAi
1355,Otu2503,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1356,Otu2228,2116.309192,4,Soil near roots,RNAi,3.325599639,4Soil near rootsRNAi
1357,Otu5965,87.62784964,4,Soil near roots,RNAi,1.943137484,4Soil near rootsRNAi
1358,Otu1959,406.5889146,4,Soil near roots,RNAi,2.609262335,4Soil near rootsRNAi
1359,Otu1641,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1360,Otu2267,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1361,Otu2007,1484,4,Soil near roots,RNAi,3.171463165,4Soil near rootsRNAi
1362,Otu2378,2851.047092,4,Soil near roots,RNAi,3.455019623,4Soil near rootsRNAi
1363,Otu10825,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1364,Otu1374,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1365,Otu6196,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
1366,Otu4544,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1367,Otu1671,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1368,Otu1697,99.79830432,4,Soil near roots,RNAi,1.999558117,4Soil near rootsRNAi
1369,Otu1589,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1370,Otu1971,3766.803884,4,Soil near roots,RNAi,3.575984539,4Soil near rootsRNAi
1371,Otu5123,3943.870869,4,Soil near roots,RNAi,3.595933698,4Soil near rootsRNAi
1372,Otu2632,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1373,Otu1735,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1374,Otu3867,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1375,Otu1885,1050.590884,4,Soil near roots,RNAi,3.021474964,4Soil near rootsRNAi
1376,Otu1913,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1377,Otu1633,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1378,Otu1605,29.17860503,4,Soil near roots,RNAi,1.466550381,4Soil near rootsRNAi
1379,Otu1854,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
1380,Otu6479,743,4,Soil near roots,RNAi,2.871047261,4Soil near rootsRNAi
1381,Otu2446,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1382,Otu3162,2367.534904,4,Soil near roots,RNAi,3.374314734,4Soil near rootsRNAi
1383,Otu1808,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1384,Otu2520,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1385,Otu1976,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1386,Otu7184,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1387,Otu1836,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1388,Otu3147,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1389,Otu1919,2223,4,Soil near roots,RNAi,3.346958999,4Soil near rootsRNAi
1390,Otu12676,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1391,Otu2902,2964.664332,4,Soil near roots,RNAi,3.471990177,4Soil near rootsRNAi
1392,Otu1956,913.7185534,4,Soil near roots,RNAi,2.960859971,4Soil near rootsRNAi
1393,Otu2346,3675.377087,4,Soil near roots,RNAi,3.56531372,4Soil near rootsRNAi
1394,Otu3057,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1395,Otu6629,226.1177825,4,Soil near roots,RNAi,2.354526741,4Soil near rootsRNAi
1396,Otu2084,4004.843771,4,Soil near roots,RNAi,3.602596423,4Soil near rootsRNAi
1397,Otu2009,38.51869566,4,Soil near roots,RNAi,1.586797601,4Soil near rootsRNAi
1398,Otu2643,1484,4,Soil near roots,RNAi,3.171463165,4Soil near rootsRNAi
1399,Otu5060,0,4,Soil near roots,RNAi,-1,4Soil near rootsRNAi
1400,Otu3,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1401,Otu17,1385.380006,9,Soil near roots,WT,3.141600263,9Soil near rootsWT
1402,Otu4,23321.45788,9,Soil near roots,WT,4.367757558,9Soil near rootsWT
1403,Otu12,14419,9,Soil near roots,WT,4.158938154,9Soil near rootsWT
1404,Otu13,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1405,Otu9,1,9,Soil near roots,WT,0.041392685,9Soil near rootsWT
1406,Otu14,2,9,Soil near roots,WT,0.322219295,9Soil near rootsWT
1407,Otu40,1604.547619,9,Soil near roots,WT,3.205379676,9Soil near rootsWT
1408,Otu25,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1409,Otu24,8174.34369,9,Soil near roots,WT,3.912458206,9Soil near rootsWT
1410,Otu26,3,9,Soil near roots,WT,0.491361694,9Soil near rootsWT
1411,Otu16,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1412,Otu10,13109.26778,9,Soil near roots,WT,4.117581748,9Soil near rootsWT
1413,Otu50,10816.8115,9,Soil near roots,WT,4.034103277,9Soil near rootsWT
1414,Otu18,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1415,Otu74,3661.525691,9,Soil near roots,WT,3.563673947,9Soil near rootsWT
1416,Otu21,240.75,9,Soil near roots,WT,2.381746651,9Soil near rootsWT
1417,Otu71,7347.754411,9,Soil near roots,WT,3.866160543,9Soil near rootsWT
1418,Otu65,2907.241906,9,Soil near roots,WT,3.463496108,9Soil near rootsWT
1419,Otu29,8421.751657,9,Soil near roots,WT,3.925407587,9Soil near rootsWT
1420,Otu1055,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1421,Otu23,11568.2528,9,Soil near roots,WT,4.063271525,9Soil near rootsWT
1422,Otu159,677.3912698,9,Soil near roots,WT,2.830903703,9Soil near rootsWT
1423,Otu20,10345.14057,9,Soil near roots,WT,4.014740594,9Soil near rootsWT
1424,Otu54,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1425,Otu77,73.56587302,9,Soil near roots,WT,1.86726634,9Soil near rootsWT
1426,Otu53,5845,9,Soil near roots,WT,3.766791946,9Soil near rootsWT
1427,Otu48,1,9,Soil near roots,WT,0.041392685,9Soil near rootsWT
1428,Otu52,1501.04164,9,Soil near roots,WT,3.176421672,9Soil near rootsWT
1429,Otu87,1186.072222,9,Soil near roots,WT,3.07414775,9Soil near rootsWT
1430,Otu49,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1431,Otu37,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1432,Otu32,3958.515928,9,Soil near roots,WT,3.597543368,9Soil near rootsWT
1433,Otu238,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1434,Otu105,9287.718134,9,Soil near roots,WT,3.967913703,9Soil near rootsWT
1435,Otu114,33,9,Soil near roots,WT,1.519827994,9Soil near rootsWT
1436,Otu309,520.3321068,9,Soil near roots,WT,2.716364081,9Soil near rootsWT
1437,Otu430,3473.329539,9,Soil near roots,WT,3.540758493,9Soil near rootsWT
1438,Otu46,1619,9,Soil near roots,WT,3.209273673,9Soil near rootsWT
1439,Otu234,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1440,Otu113,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1441,Otu33,2950.434571,9,Soil near roots,WT,3.469900708,9Soil near rootsWT
1442,Otu27,1617,9,Soil near roots,WT,3.208736877,9Soil near rootsWT
1443,Otu186,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1444,Otu55,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1445,Otu124,3,9,Soil near roots,WT,0.491361694,9Soil near rootsWT
1446,Otu35,94.99722222,9,Soil near roots,WT,1.978167831,9Soil near rootsWT
1447,Otu64,1366.9,9,Soil near roots,WT,3.135768515,9Soil near rootsWT
1448,Otu60,3696.13868,9,Soil near roots,WT,3.567760007,9Soil near rootsWT
1449,Otu61,33074.19435,9,Soil near roots,WT,4.519490587,9Soil near rootsWT
1450,Otu42,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1451,Otu250,541,9,Soil near roots,WT,2.733277534,9Soil near rootsWT
1452,Otu79,0,9,Soil near roots,WT,-1,9Soil near rootsWT
1453,Otu9870,2767.976923,9,Soil near roots,WT,3.442178155,9Soil near rootsWT
