,OTU_ID,Bet_RAW,Date,Sample_type,Genotype,Betweenness_log,combine
5874,Otu49,27899.71107,9,RHZ,RNAi,4.445601262,9RHZRNAi
5875,Otu37,0,9,RHZ,RNAi,-1,9RHZRNAi
5876,Otu32,3250.846489,9,RHZ,RNAi,3.512009821,9RHZRNAi
5877,Otu238,0,9,RHZ,RNAi,-1,9RHZRNAi
5878,Otu1698,15189.18852,9,RHZ,RNAi,4.181537432,9RHZRNAi
5879,Otu105,0,9,RHZ,RNAi,-1,9RHZRNAi
5880,Otu309,637,9,RHZ,RNAi,2.804207605,9RHZRNAi
5881,Otu46,1277.779137,9,RHZ,RNAi,3.10648978,9RHZRNAi
5882,Otu234,1921.173836,9,RHZ,RNAi,3.283589269,9RHZRNAi
5883,Otu33,573.7875479,9,RHZ,RNAi,2.758826802,9RHZRNAi
5884,Otu27,11876.17661,9,RHZ,RNAi,4.074680304,9RHZRNAi
5885,Otu186,0,9,RHZ,RNAi,-1,9RHZRNAi
5886,Otu55,2448.107991,9,RHZ,RNAi,3.388848311,9RHZRNAi
5887,Otu425,10473.76366,9,RHZ,RNAi,4.020106916,9RHZRNAi
5888,Otu99,0,9,RHZ,RNAi,-1,9RHZRNAi
5889,Otu200,0,9,RHZ,RNAi,-1,9RHZRNAi
5890,Otu124,3888.330827,9,RHZ,RNAi,3.589774378,9RHZRNAi
5891,Otu35,12.16746032,9,RHZ,RNAi,1.088754662,9RHZRNAi
5892,Otu64,0,9,RHZ,RNAi,-1,9RHZRNAi
5893,Otu60,3652.242957,9,RHZ,RNAi,3.562571551,9RHZRNAi
5894,Otu61,2801.859,9,RHZ,RNAi,3.447461776,9RHZRNAi
5895,Otu75,3342.131833,9,RHZ,RNAi,3.524036571,9RHZRNAi
5896,Otu250,1.5,9,RHZ,RNAi,0.204119983,9RHZRNAi
5897,Otu184,137.5,9,RHZ,RNAi,2.138618434,9RHZRNAi
5898,Otu34,2245.245335,9,RHZ,RNAi,3.351283145,9RHZRNAi
5899,Otu79,43460.0146,9,RHZ,RNAi,4.638090867,9RHZRNAi
5900,Otu58,4955.820638,9,RHZ,RNAi,3.695124343,9RHZRNAi
5901,Otu143,4350.455508,9,RHZ,RNAi,3.638544714,9RHZRNAi
5902,Otu130,527.4206623,9,RHZ,RNAi,2.722239475,9RHZRNAi
5903,Otu38,218.0812049,9,RHZ,RNAi,2.338817336,9RHZRNAi
5904,Otu9870,6.126868307,9,RHZ,RNAi,0.794269681,9RHZRNAi
5905,Otu115,0,9,RHZ,RNAi,-1,9RHZRNAi
5906,Otu80,21,9,RHZ,RNAi,1.324282455,9RHZRNAi
5907,Otu140,0.5,9,RHZ,RNAi,-0.22184875,9RHZRNAi
5908,Otu43,0,9,RHZ,RNAi,-1,9RHZRNAi
5909,Otu139,2917.938341,9,RHZ,RNAi,3.465090994,9RHZRNAi
5910,Otu70,843.7474694,9,RHZ,RNAi,2.926263952,9RHZRNAi
5911,Otu141,0,9,RHZ,RNAi,-1,9RHZRNAi
5912,Otu104,4436.627298,9,RHZ,RNAi,3.647062736,9RHZRNAi
5913,Otu727,3166.5,9,RHZ,RNAi,3.500593207,9RHZRNAi
5914,Otu148,535.0903014,9,RHZ,RNAi,2.728508235,9RHZRNAi
5915,Otu47,0,9,RHZ,RNAi,-1,9RHZRNAi
5916,Otu57,642.6666667,9,RHZ,RNAi,2.808053347,9RHZRNAi
5917,Otu118,764.1784074,9,RHZ,RNAi,2.88325159,9RHZRNAi
5918,Otu150,68.78079009,9,RHZ,RNAi,1.83809812,9RHZRNAi
5919,Otu94,1643.177251,9,RHZ,RNAi,3.215710843,9RHZRNAi
5920,Otu963,7720.164665,9,RHZ,RNAi,3.887632189,9RHZRNAi
5921,Otu160,662.3383554,9,RHZ,RNAi,2.82114547,9RHZRNAi
5922,Otu88,20.78356643,9,RHZ,RNAi,1.319804668,9RHZRNAi
5923,Otu128,1649.169353,9,RHZ,RNAi,3.217291589,9RHZRNAi
5924,Otu166,687.2872045,9,RHZ,RNAi,2.837201444,9RHZRNAi
5925,Otu72,0,9,RHZ,RNAi,-1,9RHZRNAi
5926,Otu122,0,9,RHZ,RNAi,-1,9RHZRNAi
5927,Otu421,2541,9,RHZ,RNAi,3.405021756,9RHZRNAi
5928,Otu145,13999.59001,9,RHZ,RNAi,4.146118419,9RHZRNAi
5929,Otu90,1550.480153,9,RHZ,RNAi,3.190494221,9RHZRNAi
5930,Otu108,104.6946407,9,RHZ,RNAi,2.020339073,9RHZRNAi
5931,Otu96,2732.332427,9,RHZ,RNAi,3.436549431,9RHZRNAi
5932,Otu66,1147.632181,9,RHZ,RNAi,3.059840559,9RHZRNAi
5933,Otu276,0,9,RHZ,RNAi,-1,9RHZRNAi
5934,Otu1821,142.4386343,9,RHZ,RNAi,2.153932593,9RHZRNAi
5935,Otu193,7834.161948,9,RHZ,RNAi,3.893998089,9RHZRNAi
5936,Otu151,5849.705859,9,RHZ,RNAi,3.767141453,9RHZRNAi
5937,Otu103,0,9,RHZ,RNAi,-1,9RHZRNAi
5938,Otu98,0,9,RHZ,RNAi,-1,9RHZRNAi
5939,Otu1666,0,9,RHZ,RNAi,-1,9RHZRNAi
5940,Otu107,0.5,9,RHZ,RNAi,-0.22184875,9RHZRNAi
5941,Otu183,118.7497033,9,RHZ,RNAi,2.074998102,9RHZRNAi
5942,Otu216,0,9,RHZ,RNAi,-1,9RHZRNAi
5943,Otu176,1273,9,RHZ,RNAi,3.104862518,9RHZRNAi
5944,Otu144,1571.692648,9,RHZ,RNAi,3.196395253,9RHZRNAi
5945,Otu123,5047.971729,9,RHZ,RNAi,3.703125517,9RHZRNAi
5946,Otu296,14204.75085,9,RHZ,RNAi,4.152436678,9RHZRNAi
5947,Otu226,0,9,RHZ,RNAi,-1,9RHZRNAi
5948,Otu119,56,9,RHZ,RNAi,1.748962861,9RHZRNAi
5949,Otu3611,0,9,RHZ,RNAi,-1,9RHZRNAi
5950,Otu1410,4949.393712,9,RHZ,RNAi,3.694560777,9RHZRNAi
5951,Otu78,0,9,RHZ,RNAi,-1,9RHZRNAi
5952,Otu261,1273,9,RHZ,RNAi,3.104862518,9RHZRNAi
5953,Otu182,0,9,RHZ,RNAi,-1,9RHZRNAi
5954,Otu207,3173.5,9,RHZ,RNAi,3.501552187,9RHZRNAi
5955,Otu132,40119.78387,9,RHZ,RNAi,4.603359667,9RHZRNAi
5956,Otu242,12530.93494,9,RHZ,RNAi,4.097986941,9RHZRNAi
5957,Otu84,0,9,RHZ,RNAi,-1,9RHZRNAi
5958,Otu162,5116.909699,9,RHZ,RNAi,3.70901624,9RHZRNAi
5959,Otu297,1272,9,RHZ,RNAi,3.104521253,9RHZRNAi
5960,Otu156,649.5326432,9,RHZ,RNAi,2.81266784,9RHZRNAi
5961,Otu97,2819.421551,9,RHZ,RNAi,3.450175418,9RHZRNAi
5962,Otu227,315.2865721,9,RHZ,RNAi,2.498843199,9RHZRNAi
5963,Otu106,4080.239666,9,RHZ,RNAi,3.610696317,9RHZRNAi
5964,Otu81,0,9,RHZ,RNAi,-1,9RHZRNAi
5965,Otu248,0,9,RHZ,RNAi,-1,9RHZRNAi
5966,Otu127,637,9,RHZ,RNAi,2.804207605,9RHZRNAi
5967,Otu101,17582.67149,9,RHZ,RNAi,4.245087332,9RHZRNAi
5968,Otu131,2435.415178,9,RHZ,RNAi,3.38659084,9RHZRNAi
5969,Otu210,0,9,RHZ,RNAi,-1,9RHZRNAi
5970,Otu3945,1455.422975,9,RHZ,RNAi,3.163019065,9RHZRNAi
5971,Otu157,637,9,RHZ,RNAi,2.804207605,9RHZRNAi
5972,Otu204,1294.597641,9,RHZ,RNAi,3.112168357,9RHZRNAi
5973,Otu185,2539.5,9,RHZ,RNAi,3.404765318,9RHZRNAi
5974,Otu233,0,9,RHZ,RNAi,-1,9RHZRNAi
5975,Otu117,0,9,RHZ,RNAi,-1,9RHZRNAi
5976,Otu839,0,9,RHZ,RNAi,-1,9RHZRNAi
5977,Otu313,0,9,RHZ,RNAi,-1,9RHZRNAi
5978,Otu1786,700.3553953,9,RHZ,RNAi,2.845380485,9RHZRNAi
5979,Otu252,0,9,RHZ,RNAi,-1,9RHZRNAi
5980,Otu147,0,9,RHZ,RNAi,-1,9RHZRNAi
5981,Otu340,0,9,RHZ,RNAi,-1,9RHZRNAi
5982,Otu451,3822.381415,9,RHZ,RNAi,3.582345383,9RHZRNAi
5983,Otu231,0,9,RHZ,RNAi,-1,9RHZRNAi
5984,Otu259,337.2983348,9,RHZ,RNAi,2.528142935,9RHZRNAi
5985,Otu685,87.70363219,9,RHZ,RNAi,1.943512482,9RHZRNAi
5986,Otu308,0,9,RHZ,RNAi,-1,9RHZRNAi
5987,Otu290,1547.155078,9,RHZ,RNAi,3.189561917,9RHZRNAi
5988,Otu752,5059,9,RHZ,RNAi,3.704073264,9RHZRNAi
5989,Otu16793,0,9,RHZ,RNAi,-1,9RHZRNAi
5990,Otu112,1,9,RHZ,RNAi,0.041392685,9RHZRNAi
5991,Otu213,798.5060058,9,RHZ,RNAi,2.902332572,9RHZRNAi
5992,Otu2197,2941.386648,9,RHZ,RNAi,3.468566881,9RHZRNAi
5993,Otu14745,0,9,RHZ,RNAi,-1,9RHZRNAi
5994,Otu652,637,9,RHZ,RNAi,2.804207605,9RHZRNAi
5995,Otu121,12,9,RHZ,RNAi,1.08278537,9RHZRNAi
5996,Otu413,0,9,RHZ,RNAi,-1,9RHZRNAi
5997,Otu133,0,9,RHZ,RNAi,-1,9RHZRNAi
5998,Otu195,1275.569929,9,RHZ,RNAi,3.105738318,9RHZRNAi
5999,Otu1466,6429.59303,9,RHZ,RNAi,3.808190239,9RHZRNAi
6000,Otu359,487.1130654,9,RHZ,RNAi,2.687718926,9RHZRNAi
6001,Otu534,0,9,RHZ,RNAi,-1,9RHZRNAi
6002,Otu267,637,9,RHZ,RNAi,2.804207605,9RHZRNAi
6003,Otu246,9774.202051,9,RHZ,RNAi,3.990085756,9RHZRNAi
6004,Otu168,28678.45777,9,RHZ,RNAi,4.457557307,9RHZRNAi
6005,Otu165,2507.021839,9,RHZ,RNAi,3.39917544,9RHZRNAi
6006,Otu306,0,9,RHZ,RNAi,-1,9RHZRNAi
6007,Otu304,0,9,RHZ,RNAi,-1,9RHZRNAi
6008,Otu146,285.8973921,9,RHZ,RNAi,2.456362073,9RHZRNAi
6009,Otu138,4645.604739,9,RHZ,RNAi,3.667051604,9RHZRNAi
6010,Otu1603,45.5,9,RHZ,RNAi,1.658964843,9RHZRNAi
6011,Otu223,411.0142445,9,RHZ,RNAi,2.613962525,9RHZRNAi
6012,Otu347,9635.07716,9,RHZ,RNAi,3.983859704,9RHZRNAi
6013,Otu374,11853.66667,9,RHZ,RNAi,4.073856374,9RHZRNAi
6014,Otu8564,99.5,9,RHZ,RNAi,1.998259338,9RHZRNAi
6015,Otu208,0,9,RHZ,RNAi,-1,9RHZRNAi
6016,Otu155,0.833333333,9,RHZ,RNAi,-0.029963223,9RHZRNAi
6017,Otu120,0,9,RHZ,RNAi,-1,9RHZRNAi
6018,Otu154,0,9,RHZ,RNAi,-1,9RHZRNAi
6019,Otu369,1907,9,RHZ,RNAi,3.280373466,9RHZRNAi
6020,Otu174,1640.79531,9,RHZ,RNAi,3.215080874,9RHZRNAi
6021,Otu212,7,9,RHZ,RNAi,0.851258349,9RHZRNAi
6022,Otu384,263.7004859,9,RHZ,RNAi,2.421275591,9RHZRNAi
6023,Otu16744,0,9,RHZ,RNAi,-1,9RHZRNAi
6024,Otu361,5040,9,RHZ,RNAi,3.702439153,9RHZRNAi
6025,Otu164,906.3452937,9,RHZ,RNAi,2.957341598,9RHZRNAi
6026,Otu511,3273.240012,9,RHZ,RNAi,3.514991119,9RHZRNAi
6027,Otu136,37.7020097,9,RHZ,RNAi,1.577514889,9RHZRNAi
6028,Otu220,0,9,RHZ,RNAi,-1,9RHZRNAi
6029,Otu432,693.723108,9,RHZ,RNAi,2.84124876,9RHZRNAi
6030,Otu420,0,9,RHZ,RNAi,-1,9RHZRNAi
6031,Otu392,0,9,RHZ,RNAi,-1,9RHZRNAi
6032,Otu281,11424.8584,9,RHZ,RNAi,4.057854627,9RHZRNAi
6033,Otu224,1761.739155,9,RHZ,RNAi,3.245966258,9RHZRNAi
6034,Otu1618,1142.750202,9,RHZ,RNAi,3.057989309,9RHZRNAi
6035,Otu4383,0,9,RHZ,RNAi,-1,9RHZRNAi
6036,Otu221,0,9,RHZ,RNAi,-1,9RHZRNAi
6037,Otu256,1273,9,RHZ,RNAi,3.104862518,9RHZRNAi
6038,Otu170,144.9520833,9,RHZ,RNAi,2.161523971,9RHZRNAi
6039,Otu292,0,9,RHZ,RNAi,-1,9RHZRNAi
6040,Otu1067,0,9,RHZ,RNAi,-1,9RHZRNAi
6041,Otu230,637,9,RHZ,RNAi,2.804207605,9RHZRNAi
6042,Otu584,0,9,RHZ,RNAi,-1,9RHZRNAi
6043,Otu1784,134.7735775,9,RHZ,RNAi,2.129926877,9RHZRNAi
6044,Otu349,1339.539522,9,RHZ,RNAi,3.126987952,9RHZRNAi
6045,Otu464,3863.890701,9,RHZ,RNAi,3.587036073,9RHZRNAi
6046,Otu17027,8488.429324,9,RHZ,RNAi,3.928832453,9RHZRNAi
6047,Otu379,0,9,RHZ,RNAi,-1,9RHZRNAi
6048,Otu4057,2043.454847,9,RHZ,RNAi,3.310386298,9RHZRNAi
6049,Otu433,0,9,RHZ,RNAi,-1,9RHZRNAi
6050,Otu178,1424.990779,9,RHZ,RNAi,3.15384253,9RHZRNAi
6051,Otu243,104.1611354,9,RHZ,RNAi,2.01812245,9RHZRNAi
6052,Otu345,11312.70422,9,RHZ,RNAi,4.053570271,9RHZRNAi
6053,Otu412,3289.593446,9,RHZ,RNAi,3.51715543,9RHZRNAi
6054,Otu194,0,9,RHZ,RNAi,-1,9RHZRNAi
6055,Otu201,5167.133608,9,RHZ,RNAi,3.713258096,9RHZRNAi
6056,Otu391,6171.652724,9,RHZ,RNAi,3.790408517,9RHZRNAi
6057,Otu192,0,9,RHZ,RNAi,-1,9RHZRNAi
6058,Otu358,0,9,RHZ,RNAi,-1,9RHZRNAi
6059,Otu9406,0,9,RHZ,RNAi,-1,9RHZRNAi
6060,Otu498,500.4199204,9,RHZ,RNAi,2.699421367,9RHZRNAi
6061,Otu222,8325.694537,9,RHZ,RNAi,3.920425689,9RHZRNAi
6062,Otu806,0,9,RHZ,RNAi,-1,9RHZRNAi
6063,Otu189,4425.5,9,RHZ,RNAi,3.645972158,9RHZRNAi
6064,Otu398,367.1150321,9,RHZ,RNAi,2.564920451,9RHZRNAi
6065,Otu332,684.7433724,9,RHZ,RNAi,2.835591257,9RHZRNAi
6066,Otu3229,4904.692499,9,RHZ,RNAi,3.690620639,9RHZRNAi
6067,Otu337,0,9,RHZ,RNAi,-1,9RHZRNAi
6068,Otu322,1273,9,RHZ,RNAi,3.104862518,9RHZRNAi
6069,Otu339,0,9,RHZ,RNAi,-1,9RHZRNAi
6070,Otu602,4564.366579,9,RHZ,RNAi,3.659390031,9RHZRNAi
6071,Otu271,0,9,RHZ,RNAi,-1,9RHZRNAi
6072,Otu778,0,9,RHZ,RNAi,-1,9RHZRNAi
6073,Otu237,33509.32325,9,RHZ,RNAi,4.525166953,9RHZRNAi
6074,Otu346,5661,9,RHZ,RNAi,3.752900827,9RHZRNAi
6075,Otu315,637,9,RHZ,RNAi,2.804207605,9RHZRNAi
6076,Otu211,6280,9,RHZ,RNAi,3.797966559,9RHZRNAi
6077,Otu229,2946.061257,9,RHZ,RNAi,3.469256514,9RHZRNAi
6078,Otu1484,0,9,RHZ,RNAi,-1,9RHZRNAi
6079,Otu14411,133.710636,9,RHZ,RNAi,2.126490635,9RHZRNAi
6080,Otu577,2276.156062,9,RHZ,RNAi,3.357221115,9RHZRNAi
6081,Otu209,3685.67695,9,RHZ,RNAi,3.56652905,9RHZRNAi
6082,Otu1861,955.434593,9,RHZ,RNAi,2.980246414,9RHZRNAi
6083,Otu554,0,9,RHZ,RNAi,-1,9RHZRNAi
6084,Otu1211,0,9,RHZ,RNAi,-1,9RHZRNAi
6085,Otu3087,60.5,9,RHZ,RNAi,1.782472624,9RHZRNAi
6086,Otu362,3,9,RHZ,RNAi,0.491361694,9RHZRNAi
6087,Otu1930,0,9,RHZ,RNAi,-1,9RHZRNAi
6088,Otu1123,4.869414561,9,RHZ,RNAi,0.696305228,9RHZRNAi
6089,Otu307,72.92164254,9,RHZ,RNAi,1.863451598,9RHZRNAi
6090,Otu343,355.871784,9,RHZ,RNAi,2.551415575,9RHZRNAi
6091,Otu846,663.8932403,9,RHZ,RNAi,2.822163658,9RHZRNAi
6092,Otu1070,0,9,RHZ,RNAi,-1,9RHZRNAi
6093,Otu268,8420.251854,9,RHZ,RNAi,3.925330239,9RHZRNAi
6094,Otu9521,16989.00316,9,RHZ,RNAi,4.230170454,9RHZRNAi
6095,Otu301,0,9,RHZ,RNAi,-1,9RHZRNAi
6096,Otu1973,0,9,RHZ,RNAi,-1,9RHZRNAi
6097,Otu552,313.9862027,9,RHZ,RNAi,2.497048859,9RHZRNAi
6098,Otu215,5062.479044,9,RHZ,RNAi,3.704371817,9RHZRNAi
6099,Otu438,0,9,RHZ,RNAi,-1,9RHZRNAi
6100,Otu502,0,9,RHZ,RNAi,-1,9RHZRNAi
6101,Otu479,40.67034789,9,RHZ,RNAi,1.610344417,9RHZRNAi
6102,Otu514,704.8855756,9,RHZ,RNAi,2.848180231,9RHZRNAi
6103,Otu1871,12444,9,RHZ,RNAi,4.094963492,9RHZRNAi
6104,Otu496,7,9,RHZ,RNAi,0.851258349,9RHZRNAi
6105,Otu10871,1084.587546,9,RHZ,RNAi,3.035304654,9RHZRNAi
6106,Otu239,1181.506017,9,RHZ,RNAi,3.072472694,9RHZRNAi
6107,Otu11847,3821.1087,9,RHZ,RNAi,3.582200758,9RHZRNAi
6108,Otu16975,1003.443871,9,RHZ,RNAi,3.001536363,9RHZRNAi
6109,Otu470,4030.043919,9,RHZ,RNAi,3.605320555,9RHZRNAi
6110,Otu274,8793.298,9,RHZ,RNAi,3.94415673,9RHZRNAi
6111,Otu324,0,9,RHZ,RNAi,-1,9RHZRNAi
6112,Otu214,61886.1477,9,RHZ,RNAi,4.791594151,9RHZRNAi
6113,Otu761,0,9,RHZ,RNAi,-1,9RHZRNAi
6114,Otu488,0,9,RHZ,RNAi,-1,9RHZRNAi
6115,Otu331,0,9,RHZ,RNAi,-1,9RHZRNAi
6116,Otu275,637,9,RHZ,RNAi,2.804207605,9RHZRNAi
6117,Otu657,0,9,RHZ,RNAi,-1,9RHZRNAi
6118,Otu1521,0,9,RHZ,RNAi,-1,9RHZRNAi
6119,Otu326,16567.30213,9,RHZ,RNAi,4.219254414,9RHZRNAi
6120,Otu311,1273,9,RHZ,RNAi,3.104862518,9RHZRNAi
6121,Otu405,0,9,RHZ,RNAi,-1,9RHZRNAi
6122,Otu585,0,9,RHZ,RNAi,-1,9RHZRNAi
6123,Otu254,17404.50895,9,RHZ,RNAi,4.24066427,9RHZRNAi
6124,Otu264,2,9,RHZ,RNAi,0.322219295,9RHZRNAi
6125,Otu495,760.8432359,9,RHZ,RNAi,2.881352261,9RHZRNAi
6126,Otu294,0,9,RHZ,RNAi,-1,9RHZRNAi
6127,Otu16992,0,9,RHZ,RNAi,-1,9RHZRNAi
6128,Otu244,0,9,RHZ,RNAi,-1,9RHZRNAi
6129,Otu285,0,9,RHZ,RNAi,-1,9RHZRNAi
6130,Otu1467,2,9,RHZ,RNAi,0.322219295,9RHZRNAi
6131,Otu483,5235.387755,9,RHZ,RNAi,3.718957148,9RHZRNAi
6132,Otu472,0,9,RHZ,RNAi,-1,9RHZRNAi
6133,Otu4516,1512.4562,9,RHZ,RNAi,3.17971152,9RHZRNAi
6134,Otu8424,0,9,RHZ,RNAi,-1,9RHZRNAi
6135,Otu394,0,9,RHZ,RNAi,-1,9RHZRNAi
6136,Otu287,0,9,RHZ,RNAi,-1,9RHZRNAi
6137,Otu2513,509.659613,9,RHZ,RNAi,2.707365424,9RHZRNAi
6138,Otu354,139.7958791,9,RHZ,RNAi,2.145804922,9RHZRNAi
6139,Otu965,785.0271124,9,RHZ,RNAi,2.894939975,9RHZRNAi
6140,Otu269,18.24447224,9,RHZ,RNAi,1.263505222,9RHZRNAi
6141,Otu744,9084.185737,9,RHZ,RNAi,3.958290786,9RHZRNAi
6142,Otu805,135.5689027,9,RHZ,RNAi,2.132480312,9RHZRNAi
6143,Otu247,0,9,RHZ,RNAi,-1,9RHZRNAi
6144,Otu277,637,9,RHZ,RNAi,2.804207605,9RHZRNAi
6145,Otu654,0,9,RHZ,RNAi,-1,9RHZRNAi
6146,Otu465,408.7443171,9,RHZ,RNAi,2.611557966,9RHZRNAi
6147,Otu279,0,9,RHZ,RNAi,-1,9RHZRNAi
6148,Otu1319,1913.243762,9,RHZ,RNAi,3.281793005,9RHZRNAi
6149,Otu399,6840.487856,9,RHZ,RNAi,3.835093425,9RHZRNAi
6150,Otu387,0,9,RHZ,RNAi,-1,9RHZRNAi
6151,Otu9549,3523.892166,9,RHZ,RNAi,3.547034934,9RHZRNAi
6152,Otu603,5.083333333,9,RHZ,RNAi,0.714609139,9RHZRNAi
6153,Otu440,829.9867385,9,RHZ,RNAi,2.919123476,9RHZRNAi
6154,Otu722,1246.625953,9,RHZ,RNAi,3.095771,9RHZRNAi
6155,Otu368,1777.261467,9,RHZ,RNAi,3.249775761,9RHZRNAi
6156,Otu466,0,9,RHZ,RNAi,-1,9RHZRNAi
6157,Otu327,26849.71047,9,RHZ,RNAi,4.428941224,9RHZRNAi
6158,Otu15569,0,9,RHZ,RNAi,-1,9RHZRNAi
6159,Otu675,18262.33147,9,RHZ,RNAi,4.261558599,9RHZRNAi
6160,Otu876,1458.516114,9,RHZ,RNAi,3.163941007,9RHZRNAi
6161,Otu570,0,9,RHZ,RNAi,-1,9RHZRNAi
6162,Otu1660,12603.13153,9,RHZ,RNAi,4.100481915,9RHZRNAi
6163,Otu2555,0,9,RHZ,RNAi,-1,9RHZRNAi
6164,Otu792,585.8338765,9,RHZ,RNAi,2.767848608,9RHZRNAi
6165,Otu3926,7,9,RHZ,RNAi,0.851258349,9RHZRNAi
6166,Otu943,0,9,RHZ,RNAi,-1,9RHZRNAi
6167,Otu1301,0,9,RHZ,RNAi,-1,9RHZRNAi
6168,Otu481,10962.46336,9,RHZ,RNAi,4.039912117,9RHZRNAi
6169,Otu291,1834.459602,9,RHZ,RNAi,3.263531826,9RHZRNAi
6170,Otu439,0,9,RHZ,RNAi,-1,9RHZRNAi
6171,Otu605,1609.115573,9,RHZ,RNAi,3.206614227,9RHZRNAi
6172,Otu506,2993.503734,9,RHZ,RNAi,3.476194312,9RHZRNAi
6173,Otu385,0,9,RHZ,RNAi,-1,9RHZRNAi
6174,Otu522,534.3264346,9,RHZ,RNAi,2.727887932,9RHZRNAi
6175,Otu289,216.4320706,9,RHZ,RNAi,2.335522229,9RHZRNAi
6176,Otu793,637,9,RHZ,RNAi,2.804207605,9RHZRNAi
6177,Otu667,0,9,RHZ,RNAi,-1,9RHZRNAi
6178,Otu582,637,9,RHZ,RNAi,2.804207605,9RHZRNAi
6179,Otu1363,0,9,RHZ,RNAi,-1,9RHZRNAi
6180,Otu284,7441.297512,9,RHZ,RNAi,3.871654505,9RHZRNAi
6181,Otu642,637,9,RHZ,RNAi,2.804207605,9RHZRNAi
6182,Otu950,1272,9,RHZ,RNAi,3.104521253,9RHZRNAi
6183,Otu569,0,9,RHZ,RNAi,-1,9RHZRNAi
6184,Otu6409,0,9,RHZ,RNAi,-1,9RHZRNAi
6185,Otu513,637,9,RHZ,RNAi,2.804207605,9RHZRNAi
6186,Otu353,92.5,9,RHZ,RNAi,1.966610987,9RHZRNAi
6187,Otu341,6061.881339,9,RHZ,RNAi,3.782614595,9RHZRNAi
6188,Otu351,12889.39495,9,RHZ,RNAi,4.110235901,9RHZRNAi
6189,Otu615,833.8112121,9,RHZ,RNAi,2.921119813,9RHZRNAi
6190,Otu319,3521.971592,9,RHZ,RNAi,3.546798179,9RHZRNAi
6191,Otu690,763.6841385,9,RHZ,RNAi,2.882970635,9RHZRNAi
6192,Otu547,0,9,RHZ,RNAi,-1,9RHZRNAi
6193,Otu726,0,9,RHZ,RNAi,-1,9RHZRNAi
6194,Otu1230,4997.913851,9,RHZ,RNAi,3.698797455,9RHZRNAi
6195,Otu588,6,9,RHZ,RNAi,0.785329835,9RHZRNAi
6196,Otu647,0,9,RHZ,RNAi,-1,9RHZRNAi
6197,Otu748,6825.393365,9,RHZ,RNAi,3.834134049,9RHZRNAi
6198,Otu411,724.7712694,9,RHZ,RNAi,2.860260887,9RHZRNAi
6199,Otu503,6218.146899,9,RHZ,RNAi,3.793667962,9RHZRNAi
6200,Otu443,17710.36392,9,RHZ,RNAi,4.248229938,9RHZRNAi
6201,Otu568,138.017596,9,RHZ,RNAi,2.140249011,9RHZRNAi
6202,Otu16680,0,9,RHZ,RNAi,-1,9RHZRNAi
6203,Otu477,10141.43218,9,RHZ,RNAi,4.006103573,9RHZRNAi
6204,Otu397,847,9,RHZ,RNAi,2.927934682,9RHZRNAi
6205,Otu448,0,9,RHZ,RNAi,-1,9RHZRNAi
6206,Otu316,5.5,9,RHZ,RNAi,0.748188027,9RHZRNAi
6207,Otu835,2297.637425,9,RHZ,RNAi,3.361300398,9RHZRNAi
6208,Otu386,0,9,RHZ,RNAi,-1,9RHZRNAi
6209,Otu415,1246.625953,9,RHZ,RNAi,3.095771,9RHZRNAi
6210,Otu478,446.2796541,9,RHZ,RNAi,2.649704391,9RHZRNAi
6211,Otu329,0,9,RHZ,RNAi,-1,9RHZRNAi
6212,Otu774,24.81191896,9,RHZ,RNAi,1.396407182,9RHZRNAi
6213,Otu1887,4136.421329,9,RHZ,RNAi,3.616635268,9RHZRNAi
6214,Otu673,1272,9,RHZ,RNAi,3.104521253,9RHZRNAi
6215,Otu5809,102.4732143,9,RHZ,RNAi,2.011033965,9RHZRNAi
6216,Otu632,0,9,RHZ,RNAi,-1,9RHZRNAi
6217,Otu333,0,9,RHZ,RNAi,-1,9RHZRNAi
6218,Otu442,0,9,RHZ,RNAi,-1,9RHZRNAi
6219,Otu1832,0,9,RHZ,RNAi,-1,9RHZRNAi
6220,Otu423,0,9,RHZ,RNAi,-1,9RHZRNAi
6221,Otu857,3254.699336,9,RHZ,RNAi,3.512524219,9RHZRNAi
6222,Otu344,4977.989116,9,RHZ,RNAi,3.697062667,9RHZRNAi
6223,Otu461,0,9,RHZ,RNAi,-1,9RHZRNAi
6224,Otu586,4624.149629,9,RHZ,RNAi,3.66504127,9RHZRNAi
6225,Otu646,4,9,RHZ,RNAi,0.612783857,9RHZRNAi
6226,Otu848,638,9,RHZ,RNAi,2.804888745,9RHZRNAi
6227,Otu1879,0,9,RHZ,RNAi,-1,9RHZRNAi
6228,Otu549,0,9,RHZ,RNAi,-1,9RHZRNAi
6229,Otu15731,10602.51266,9,RHZ,RNAi,4.025412896,9RHZRNAi
6230,Otu8898,0,9,RHZ,RNAi,-1,9RHZRNAi
6231,Otu612,35.92861404,9,RHZ,RNAi,1.556647556,9RHZRNAi
6232,Otu377,148.9801502,9,RHZ,RNAi,2.173419822,9RHZRNAi
6233,Otu437,0,9,RHZ,RNAi,-1,9RHZRNAi
6234,Otu356,0,9,RHZ,RNAi,-1,9RHZRNAi
6235,Otu468,0,9,RHZ,RNAi,-1,9RHZRNAi
6236,Otu783,29270.76339,9,RHZ,RNAi,4.466435533,9RHZRNAi
6237,Otu435,55.89666815,9,RHZ,RNAi,1.748162187,9RHZRNAi
